machine,matrix_name,Gorder,Grappolo,IOU,Louvain,METIS,PaToH,RCM,baseline
athena.skylake,TSOPF_FS_b300_c1,187.229,147.984,149.076,153.539,147.165,135.778,146.807,153.437
athena.skylake,TSOPF_FS_b300_c2,107.422,106.28,,124.789,119.633,103.09,119.209,120.919
athena.skylake,TSOPF_FS_b300_c3,50.2258,63.9954,,79.8338,63.08,56.2919,53.1234,61.1365
athena.skylake,TSOPF_FS_b39_c19,64.7536,62.9194,,89.0495,61.0626,58.0877,49.2728,68.1205
athena.skylake,TSOPF_FS_b39_c30,39.8368,39.7178,,49.9339,37.0759,34.5949,34.16,35.1535
athena.skylake,TSOPF_FS_b39_c7,131.279,150.099,157.641,171.532,133.475,159.822,116.656,139.438
athena.skylake,TSOPF_FS_b9_c6,122.708,164.438,104.096,141.443,143.785,121.829,89.7862,104.343
athena.skylake,Trefethen_20000,247.234,249.802,259.313,239.91,255.249,198.227,253.864,231.876
athena.skylake,Trefethen_20000b,241.474,235.774,246.543,244.703,249.981,204.494,234.578,115.394
athena.skylake,a0nsdsil,29.2308,37.2773,32.0976,33.9198,30.0025,35.0638,29.8798,24.4469
athena.skylake,a2nnsnsl,31.6767,36.9567,31.5333,32.678,35.0098,32.266,29.5849,23.6368
athena.skylake,a5esindl,38.9578,35.0998,31.5836,41.6667,41.9107,33.6494,33.381,27.8444
athena.skylake,adaptive,27.0055,23.2547,31.2305,22.9874,23.7089,22.7365,23.8894,20.4085
athena.skylake,af_0_k101,192.095,144.325,184.791,214.119,237.151,235.832,167.502,183.884
athena.skylake,af_1_k101,192.325,144.491,184.107,212.187,238.663,239.413,171.25,189.329
athena.skylake,af_2_k101,190.744,150.145,184.338,213.393,232.124,237.681,171.632,183.873
athena.skylake,af_3_k101,189.505,147.928,183.213,201.82,237.084,239.564,171.852,183.76
athena.skylake,af_4_k101,191.408,143.672,185.1,201.859,235.823,236.734,171.312,190.908
athena.skylake,af_5_k101,189.16,152.138,184.132,211.598,239.602,236.185,172.624,184.428
athena.skylake,af_shell1,196.854,234.485,178.682,229.989,236.793,232.026,145.519,146.475
athena.skylake,af_shell10,182.988,146.251,192.269,165.81,230.814,220.811,142.001,150.65
athena.skylake,af_shell2,199.298,230.713,180.372,230.291,237.172,237.088,140.762,145.562
athena.skylake,af_shell3,197.155,229.38,180.464,231.582,234.839,236.891,146.056,144.936
athena.skylake,af_shell4,197.783,232.344,178.85,232.54,234.391,238.035,147.624,150.034
athena.skylake,af_shell5,197.794,226.209,178.326,229.574,237.985,236.015,145.599,150.206
athena.skylake,af_shell6,198.188,227.611,179.262,230.547,237.171,235.102,145.285,138.967
athena.skylake,af_shell7,197.501,225.456,178.311,229.654,237.775,237.841,146.685,143.379
athena.skylake,af_shell8,198.919,226.303,178.81,228.585,235.63,237.405,146.385,147.638
athena.skylake,af_shell9,198.616,226.031,179.119,230.036,237.804,236.437,146.709,146.863
athena.skylake,aft01,318.269,464.929,472.273,464.985,476.018,,479.856,471.148
athena.skylake,airfoil1_dual,234.929,266.656,231.735,215.049,269.421,247.542,246.607,188.139
athena.skylake,ak2010,64.5189,63.796,70.4883,66.9144,70.3151,69.163,59.3,60.5637
athena.skylake,al2010,31.1854,29.0254,37.7831,36.9793,32.9618,33.7451,28.8987,22.9812
athena.skylake,analytics,30.1699,26.6961,33.0185,29.0438,30.2715,28.3888,24.2436,24.3568
athena.skylake,apache1,45.446,54.7673,60.5741,57.8354,58.3101,60.7936,47.0493,43.5994
athena.skylake,apache2,28.111,40.8458,42.1518,41.609,48.4391,49.5611,29.5613,30.0469
athena.skylake,ar2010,32.5195,35.8841,39.0496,38.748,36.9395,36.8713,29.5415,28.5854
athena.skylake,as-22july06,128.088,91.4372,105.314,87.5559,127.485,122.312,117.174,102.192
athena.skylake,as-735,171.923,153.301,152.909,160.867,170.079,182.624,153.449,179.681
athena.skylake,as-Skitter,35.2617,33.1826,,32.4751,34.6716,29.6175,29.1264,30.7258
athena.skylake,asia_osm,17.5785,18.5072,18.1347,18.555,17.7901,17.9124,14.9706,17.6125
athena.skylake,astro-ph,193.069,249.109,257.307,256.631,249.024,224.244,253.066,216.683
athena.skylake,audikw_1,135.654,159.102,207.724,160.546,170.423,154.477,193.868,136.354
athena.skylake,aug2d,85.7863,107.833,107.647,121.653,121.416,101.788,97.4509,126.512
athena.skylake,aug2dc,85.1966,94.1363,109.213,103.571,108.552,89.5457,95.7179,78.4041
athena.skylake,aug3d,110.038,123.919,78.2798,148.427,146.464,148.992,107.474,130.976
athena.skylake,aug3dcqp,68.1614,68.8741,74.7161,79.8761,78.0174,75.7837,65.1033,58.1046
athena.skylake,auto,39.9721,31.239,67.6292,30.9012,42.5219,44.346,52.5334,22.4922
athena.skylake,az2010,32.5026,27.0107,38.1466,37.5804,33.3026,33.1799,29.5596,20.889
athena.skylake,barth,243.651,254.202,275.305,259.953,268.545,260.479,263.086,198.655
athena.skylake,barth4,212.576,280.368,220.09,269.503,222.889,275.911,279.337,228.902
athena.skylake,barth5,218.784,240.499,249.358,182.407,254.255,255.381,218.539,203.695
athena.skylake,bcspwr10,226.956,263.167,275.515,267.965,276.117,273.308,258.27,212.625
athena.skylake,bcsstk17,434.101,470.023,472.291,468.977,480.6,488.768,432.01,485.903
athena.skylake,bcsstk18,254.537,284.875,336.336,320.313,316.096,274.858,303.59,337.893
athena.skylake,bcsstk25,201.194,335.051,366.319,357.363,393.112,392.102,394.129,430.348
athena.skylake,bcsstk29,443.117,477.591,464.311,468.577,476.787,474.529,459.462,451.244
athena.skylake,bcsstk30,316.377,312.085,320.15,318.725,316.753,317.657,320.045,320.359
athena.skylake,bcsstk31,262.127,275.535,289.806,272.707,281.865,286.677,276.47,288.303
athena.skylake,bcsstk32,278.081,296.264,293.978,295.39,289.074,283.856,289.257,278.294
athena.skylake,bcsstk33,379.508,402.903,400.256,408.023,403.764,391.488,395.274,404.865
athena.skylake,bcsstk35,307.4,351.186,338.908,326.577,348.823,,333.8,341.314
athena.skylake,bcsstk36,374.397,381.11,372.155,377.781,412.797,413.487,377.246,385.052
athena.skylake,bcsstk37,336.383,352.607,364.01,356.858,357.489,365.29,358.725,375.375
athena.skylake,bcsstk38,428.99,444.731,459.824,461.689,459.826,449.791,438.139,456.061
athena.skylake,bcsstk39,284.945,275.24,301.853,285.727,302.201,303.455,285.805,287.951
athena.skylake,bcsstm25,93.5539,,76.7109,79.7909,83.7727,87.1532,81.8145,83.0059
athena.skylake,bcsstm35,49.1261,47.8776,50.5492,50.6147,29.2639,51.7727,48.0703,49.8716
athena.skylake,bcsstm36,169.078,184.962,407.959,262.543,211.577,194.098,155.53,408.094
athena.skylake,bcsstm37,53.3905,49.8957,47.2257,47.9411,42.457,53.3075,51.4504,51.5776
athena.skylake,bcsstm38,121.247,114.601,122.593,113.897,133.793,131.536,111.627,122.395
athena.skylake,bcsstm39,18.0729,,17.8066,19.1073,17.7565,18.301,18.528,18.4757
athena.skylake,belgium_osm,17.1457,18.6189,17.7766,18.661,17.8354,17.6547,14.48,17.0979
athena.skylake,benzene,301.492,333.417,324.232,302.596,312.32,271.334,301.754,284.264
athena.skylake,bfly,49.5863,52.1366,52.7703,51.1853,51.6367,51.3986,41.2687,48.7779
athena.skylake,big_dual,85.854,110.54,96.2109,114.541,83.0982,,85.3951,105.192
athena.skylake,biplane-9,161.817,208.561,202.408,188.226,203.821,,170.311,185.681
athena.skylake,blockqp1,41.565,30.0006,29.0008,32.3983,29.0433,25.5975,41.6082,32.7381
athena.skylake,bloweya,88.494,58.3861,63.6041,76.9602,66.5283,70.7842,72.8668,69.5409
athena.skylake,bloweybl,46.9704,56.2899,51.4185,51.9271,60.3179,37.4193,56.0055,51.5857
athena.skylake,bloweybq,63.1603,63.1884,63.7364,63.5907,62.0018,,65.1103,63.0332
athena.skylake,bmw3_2,197.517,219.881,214.403,220.753,229.197,233.861,185.24,210.047
athena.skylake,bmw7st_1,220.215,236.563,229.555,246.758,255.798,255.889,206.035,230.368
athena.skylake,bmwcra_1,177.299,224.177,206.672,224.913,233.338,234.201,188.371,207.374
athena.skylake,bodyy4,180.505,316.837,309.481,332.961,339.604,343.284,292.281,282.963
athena.skylake,bodyy5,236.23,298.022,295.277,324.604,329.031,,268.001,276.75
athena.skylake,bodyy6,249.781,138.879,303.323,125.317,328.336,321.463,188.644,244.647
athena.skylake,bone010,149.889,173.902,167.677,172.106,191.53,187.975,168.903,166.427
athena.skylake,boneS01,168.387,243.163,225.768,248.626,249.616,247.549,197.945,190.857
athena.skylake,boneS10,151.272,203.965,205.698,203.174,234.211,227.681,178.45,173.195
athena.skylake,boyd1,24.8997,22.8177,,23.0894,21.9723,24.4951,24.0844,24.3102
athena.skylake,boyd2,15.1034,13.7466,,12.2413,12.2279,13.4958,15.6996,12.0057
athena.skylake,brack2,66.0788,98.2331,103.215,100.307,107.235,104.856,83.157,76.5799
athena.skylake,brainpc2,62.8671,108.849,80.4838,79.2929,70.3503,107.136,93.1332,69.797
athena.skylake,bratu3d,102.294,152.945,131.315,140.289,127.974,160.968,113.929,98.2527
athena.skylake,bundle1,362.559,301.844,368.65,323.638,349.927,,299.563,331.423
athena.skylake,bundle_adj,78.6876,104.148,,104.196,94.2355,84.351,86.2384,94.7029
athena.skylake,c-29,214.73,230.112,337.693,328.12,345.08,,183.329,169.757
athena.skylake,c-30,166.629,208.811,202.009,189.342,209.991,,147.924,166.74
athena.skylake,c-31,188.134,306.342,339.257,276.392,358.925,277.886,191.198,187.654
athena.skylake,c-32,200.806,208.283,186.418,214.519,171.839,222.072,193.2,151.573
athena.skylake,c-33,244.529,201.494,279.834,227.55,299.748,,196.706,157.388
athena.skylake,c-34,164.511,132.474,314.193,323.872,295.519,347.216,166.001,161.22
athena.skylake,c-35,172.926,348.539,311.781,319.648,356.867,,187.231,164.285
athena.skylake,c-36,181.906,240.619,297.792,211.39,341.492,324.189,189.534,153.504
athena.skylake,c-37,168.891,253.25,263.612,292.265,329.66,333.742,171.256,154.408
athena.skylake,c-38,159.354,336.408,321.082,342.65,317.195,332.26,167.833,139.324
athena.skylake,c-39,218.862,260.961,316.732,306.774,303.753,322.03,189.875,178.95
athena.skylake,c-40,196.815,181.68,236.652,170.846,195.79,,155.344,148.939
athena.skylake,c-41,153.596,307.419,299.763,312.919,289.499,,172.915,137.287
athena.skylake,c-42,165.193,204.087,284.309,208.749,282.284,267.756,161.142,157.031
athena.skylake,c-43,186.62,205.2,183.337,161.941,199.509,,190.62,108.979
athena.skylake,c-44,169.756,260.754,279.448,270.454,295.041,301.878,179.28,154.028
athena.skylake,c-45,195.188,180.701,213.516,147.903,246.548,180.093,134.525,160.303
athena.skylake,c-46,183.449,198.712,215.066,173.29,244.012,,168.143,143.18
athena.skylake,c-47,181.244,238.904,263.592,241.395,266.4,254.413,164.86,160.243
athena.skylake,c-48,140.174,236.455,237.447,234.084,253.533,244.343,153.649,133.05
athena.skylake,c-49,135.593,195.897,211.479,231.975,242.872,219.337,129.478,112.363
athena.skylake,c-50,127.319,170.253,188.37,202.071,218.014,,126.927,121.481
athena.skylake,c-51,120.935,191.178,166.904,176.844,205.548,215.752,122.319,102.54
athena.skylake,c-52,113.122,198.673,205.598,189.513,156.63,218.336,115.746,80.9347
athena.skylake,c-53,97.722,141.331,140.401,142.984,166.564,143.192,99.2546,85.1793
athena.skylake,c-54,86.472,163.286,154.306,156.871,171.087,,90.4309,89.4905
athena.skylake,c-55,82.593,159.944,121.855,131.88,153.783,135.337,72.9349,79.8058
athena.skylake,c-56,83.3799,122.44,112.774,97.758,139.582,139.371,75.1645,60.5968
athena.skylake,c-57,79.6141,76.7319,113.999,81.0421,104.249,118.48,82.9062,62.9885
athena.skylake,c-58,79.4238,142.148,137.543,146.077,151.061,147.677,70.2437,72.7796
athena.skylake,c-59,66.5782,90.184,108.762,106.266,108.187,116.776,66.6873,58.1764
athena.skylake,c-60,58.1685,79.4404,73.9682,70.688,77.8422,76.7922,60.0748,48.1134
athena.skylake,c-61,59.7168,85.1246,72.6105,82.6686,77.0269,92.9413,56.918,45.57
athena.skylake,c-62,66.0141,132.608,128.172,123.255,134.266,131.08,58.66,68.2135
athena.skylake,c-62ghs,66.4869,125.561,128.272,121.193,132.928,130.439,58.2877,66.0133
athena.skylake,c-63,60.2695,98.9239,91.417,78.3891,100.649,102.98,62.6034,53.8031
athena.skylake,c-64,85.4999,67.7665,106.527,74.0311,114.824,112.866,58.372,54.7083
athena.skylake,c-64b,83.302,77.8526,107.711,73.5351,113.107,114.689,58.238,54.9412
athena.skylake,c-65,54.1412,77.6535,76.7158,74.9753,81.0467,81.9039,56.3587,47.5388
athena.skylake,c-66,54.9052,88.2734,84.7225,88.7047,97.6551,86.7829,54.4129,46.8317
athena.skylake,c-66b,54.2602,90.5344,84.9929,90.2843,91.3815,92.5105,44.9475,47.0447
athena.skylake,c-67,59.4413,52.0875,76.4037,58.5702,81.0651,85.2346,48.3869,45.7843
athena.skylake,c-67b,59.3808,67.9293,74.3694,57.8932,81.1214,84.8856,48.1726,45.7341
athena.skylake,c-68,43.9322,76.3848,69.4183,64.348,75.6673,74.8982,45.9224,37.7379
athena.skylake,c-69,44.3613,76.0378,74.3782,67.9158,76.3662,76.8946,44.0854,38.6549
athena.skylake,c-70,43.5036,80.5861,70.1544,69.2152,80.333,75.6029,43.9067,39.7005
athena.skylake,c-71,42.2915,68.3114,69.9404,70.6154,77.6202,79.8915,40.2318,40.8646
athena.skylake,c-72,38.8883,64.6313,61.1025,52.272,65.7625,62.8444,36.5964,34.494
athena.skylake,c-73,32.7597,27.5307,34.4536,26.8686,29.475,32.2079,24.8846,28.1541
athena.skylake,c-73b,32.2669,41.3379,35.7868,28.0793,29.1806,32.133,25.2255,27.9077
athena.skylake,c-big,25.7496,31.4999,38.4776,30.4403,33.6186,32.8411,24.0377,21.3699
athena.skylake,ca-AstroPh,191.577,228.777,251.097,238.352,242.382,190.223,204.774,181.088
athena.skylake,ca-CondMat,136.512,167.035,188.359,148.31,152.936,,133.938,136.964
athena.skylake,ca-GrQc,193.876,237.627,286.375,236.656,263.29,230.991,243.291,218.132
athena.skylake,ca-HepPh,270.189,257.408,303.673,263.657,263.52,232.959,241.592,221.985
athena.skylake,ca-HepTh,157.133,179.937,245.065,225.12,199.613,,183.407,173.404
athena.skylake,ca2010,29.2824,23.2957,35.6706,31.5633,23.2639,23.6771,27.4502,18.7618
athena.skylake,caidaRouterLevel,36.6691,36.4365,42.2426,37.5176,39.1142,38.1538,31.9795,28.3414
athena.skylake,cant,217.183,272.537,255.798,270.611,262.23,268.41,268.158,271.011
athena.skylake,case39,100.13,101.816,103.166,132.691,132.154,124.857,94.9844,100.474
athena.skylake,case9,124.423,164.188,101.523,140.399,141.212,124.982,93.3092,102.905
athena.skylake,cbuckle,468.7,478.536,485.536,507.642,499.774,,432.081,513.522
athena.skylake,cca,37.1824,40.5694,37.0919,41.3399,40.8356,38.8093,31.8925,36.3899
athena.skylake,ccc,37.3576,39.7424,42.5321,40.1434,39.7493,39.6859,33.6977,28.6515
athena.skylake,cfd1,106.013,155.364,163.994,157.378,175.684,144.08,139.527,131.78
athena.skylake,cfd2,82.2651,154.069,121.62,144.052,154.336,157.383,102.05,104.618
athena.skylake,channel-500x100x100-b050,44.5897,68.2851,75.0693,83.5448,63.8197,63.2076,49.4139,66.7491
athena.skylake,citationCiteseer,34.5793,27.1609,42.705,28.6348,35.8008,32.6456,29.8698,25.5626
athena.skylake,co2010,32.6646,33.4656,38.8138,38.3114,36.1224,35.9294,29.0495,24.4996
athena.skylake,coAuthorsCiteseer,39.9445,41.837,50.4295,43.098,43.9085,40.9733,38.2948,34.359
athena.skylake,coAuthorsDBLP,36.9291,33.1361,44.1877,34.197,35.8152,34.1541,33.89,30.9928
athena.skylake,coPapersCiteseer,167.876,182.199,205.062,178.682,178.956,121.803,139.594,103.339
athena.skylake,coPapersDBLP,108.139,123.711,138.113,123.418,125.396,65.2993,97.3136,80.229
athena.skylake,com-Amazon,31.8418,27.4031,37.9672,28.8023,27.5943,26.8951,28.5385,19.9643
athena.skylake,com-DBLP,36.8294,29.3739,43.6447,29.2034,34.1173,30.134,33.756,25.8721
athena.skylake,com-LiveJournal,31.9141,24.595,,24.9896,25.3322,23.8971,24.5313,25.2899
athena.skylake,com-Orkut,25.8911,22.5755,,22.8568,23.492,21.6943,22.4621,22.6214
athena.skylake,com-Youtube,26.7801,24.2174,,23.77,25.2011,21.9664,24.981,23.0614
athena.skylake,commanche_dual,282.415,239.208,,284.98,279.443,259.615,270.149,85.4702
athena.skylake,cond-mat,172.015,203.718,237.591,200.996,212.368,196.863,174.483,175.014
athena.skylake,cond-mat-2003,83.3638,98.8227,131.209,100.989,112.328,102.888,87.2785,117.005
athena.skylake,cond-mat-2005,89.1425,82.7197,103.537,80.6105,89.5784,78.7133,70.7149,96.6745
athena.skylake,consph,182.756,191.203,227.567,201.215,246.004,226.582,196.356,189.983
athena.skylake,cont-201,45.7449,44.319,52.3225,46.8165,48.355,48.9957,48.5478,43.4165
athena.skylake,cont-300,38.2449,36.788,42.0079,34.6666,36.0721,36.0517,39.2351,33.3263
athena.skylake,cop20k_A,101.376,85.9169,111.562,93.6898,126.303,96.419,112.68,52.8895
athena.skylake,copter1,233.054,341.266,305.21,334.032,349.13,322.772,301.335,192.663
athena.skylake,copter2,85.8278,98.4796,124.72,100.51,112.217,122.679,97.4565,74.7831
athena.skylake,crack,250.432,299.223,315.944,299.338,314.964,304.263,335.306,164.806
athena.skylake,crack_dual,164.07,185.027,177.486,171.115,193.663,,197.304,127.242
athena.skylake,crankseg_1,265.097,247.808,264.871,245.409,262.283,250.475,274.178,237.525
athena.skylake,crankseg_2,261.936,235.154,256.983,225.216,251.162,228.732,269.488,185.947
athena.skylake,crplat2,402.204,450.219,395.898,441.833,437.411,441.434,436.535,409.803
athena.skylake,crystk02,344.719,375.774,383.117,373.111,387.116,,370.427,380.327
athena.skylake,crystk03,314.445,305.78,322.276,316.579,322.624,317.377,316.604,319.46
athena.skylake,crystm02,354.21,458.331,416.46,457.614,458.613,,468.111,340.026
athena.skylake,crystm03,266.562,327.08,306.782,358.036,340.747,335.641,338.914,256.001
athena.skylake,cs4,107.152,125.474,155.96,152.377,170.566,158.348,142.469,112.59
athena.skylake,ct2010,47.6873,46.7371,53.8601,51.3535,50.6425,50.1613,44.251,36.9514
athena.skylake,ct20stif,277.665,288.78,279.725,283.26,291.873,285.215,253.603,285.198
athena.skylake,cti,183.499,249.238,244.653,257.007,262.228,269.414,236.949,233.405
athena.skylake,cvxbqp1,80.6915,78.2966,83.0367,81.5584,77.2127,77.5696,69.0885,47.3157
athena.skylake,cvxqp3,177.423,187.814,206.14,197.077,108.607,232.155,187.369,130.944
athena.skylake,cyl6,485.59,512.956,475.29,514.383,493.211,,468.909,520.897
athena.skylake,d_pretok,42.5836,46.9723,57.5734,51.8971,53.864,51.9419,47.7162,43.0901
athena.skylake,darcy003,31.2656,33.7153,40.2869,36.5536,30.5416,30.2362,38.5003,23.1082
athena.skylake,dawson5,159.209,166.931,178.77,167.912,176.974,172.336,167.073,171.426
athena.skylake,dblp-2010,33.8747,34.9433,33.5783,33.8302,34.3148,34.6996,29.1619,33.9724
athena.skylake,de2010,146.097,153.772,200.222,187.905,191.476,173.104,155.17,120.013
athena.skylake,debr,20.8866,20.4167,29.0965,20.1837,19.9366,19.7575,17.6729,19.9884
athena.skylake,delaunay_n13,273.815,325.169,315.426,322.358,330.424,323.486,301.312,188.597
athena.skylake,delaunay_n14,234.382,269.211,283.567,292.377,261.674,280.676,253.405,171.286
athena.skylake,delaunay_n15,110.807,123.368,134.286,135.312,144.083,139.14,120.669,82.8475
athena.skylake,delaunay_n16,56.8963,60.0025,64.8912,61.5466,62.0303,62.1159,51.1417,44.42
athena.skylake,delaunay_n17,39.997,44.6971,50.7183,45.8103,45.2081,44.9752,34.2379,30.6328
athena.skylake,delaunay_n18,35.7926,41.336,46.3081,41.5966,40.0603,40.439,31.7161,25.5236
athena.skylake,delaunay_n19,33.4683,38.5374,44.7782,38.2206,37.5572,37.5357,31.1962,23.62
athena.skylake,delaunay_n20,32.7773,36.5072,44.2138,37.4558,36.0212,35.8993,30.5741,23.2648
athena.skylake,delaunay_n21,32.3595,36.2141,44.5372,36.5981,35.4173,34.707,30.2571,22.7121
athena.skylake,delaunay_n22,32.4265,35.5729,44.2197,35.9524,35.2742,35.2741,30.0821,22.894
athena.skylake,delaunay_n23,32.3977,35.2242,44.2587,35.4114,35.1799,35.208,29.9225,22.7493
athena.skylake,delaunay_n24,32.4274,35.4065,44.2491,35.4068,35.252,35.2327,29.8088,22.7762
athena.skylake,denormal,89.74,73.1884,92.8688,65.1328,68.0987,70.442,92.9012,63.8972
athena.skylake,dictionary28,38.346,36.1216,34.731,35.7666,34.0456,34.7597,34.9856,37.3751
athena.skylake,dielFilterV2clx,108.391,106.163,180.433,112.542,116.722,109.088,144.82,66.5931
athena.skylake,dielFilterV2real,103.346,94.7947,149.903,101.458,110.565,99.8557,139.722,60.8169
athena.skylake,dielFilterV3clx,194.333,130.372,209.604,130.009,154.631,130.978,200.305,75.8169
athena.skylake,dielFilterV3real,187.868,119.004,220.06,121.358,128.815,120.103,199.014,68.6667
athena.skylake,dixmaanl,61.5833,59.9662,62.3388,58.7957,53.0718,52.7494,56.5942,40.2945
athena.skylake,dtoc,113.045,76.6238,166.567,48.09,152.7,,171.129,86.9263
athena.skylake,ecology1,35.1291,38.116,37.4469,39.6829,38.2962,38.4578,32.1549,30.1954
athena.skylake,ecology2,35.0426,38.2003,37.7849,38.6059,38.1371,38.3467,32.7342,28.8932
athena.skylake,email-Enron,90.2504,87.2316,91.4458,85.3347,84.8841,98.0411,87.0555,88.6365
athena.skylake,engine,140.574,137.706,180.478,130.206,166.9,164.508,157.077,92.7581
athena.skylake,eurqsa,221.091,318.591,300.149,315.645,319.719,,265.482,178.737
athena.skylake,ex15,394.486,472.95,462.513,376.484,457.208,452.109,438.272,432.772
athena.skylake,ex3sta1,393.492,301.176,293.985,350.772,350.5,299.136,356.593,253.225
athena.skylake,exdata_1,163.711,343.856,346.006,138.002,328.111,,343.372,350.895
athena.skylake,fcondp2,252.423,249.517,231.873,248.804,256.137,254.156,193.554,231.764
athena.skylake,fe_4elt2,247.017,119.123,325.692,312.392,333.513,323.013,323.03,243.646
athena.skylake,fe_body,84.6734,98.7517,98.0527,98.8393,101.233,100.914,77.7149,74.6551
athena.skylake,fe_ocean,31.1562,41.2475,40.6972,37.8986,44.389,46.027,34.1589,29.7741
athena.skylake,fe_rotor,61.4012,71.3835,81.7969,70.7346,78.9096,80.2995,65.2783,45.9675
athena.skylake,fe_sphere,233.781,290.062,287.366,275.657,291.002,312.918,298.938,262.669
athena.skylake,fe_tooth,66.4419,82.5499,89.9693,82.6047,90.4219,92.39,69.7765,64.3135
athena.skylake,filter3D,83.778,166.904,160.093,169.786,178.169,170.796,128.554,85.315
athena.skylake,finan512,59.5243,72.4539,75.8795,66.7782,74.1182,75.5596,58.1976,60.2281
athena.skylake,finance256,101.007,122.439,129.302,86.9707,124.898,127.835,99.1792,98.1487
athena.skylake,fl2010,30.0856,26.9475,36.9725,34.8593,27.4761,27.6409,27.8031,20.3383
athena.skylake,flowmeter0,312.731,300.663,365.18,343.653,378.186,,342.76,322.221
athena.skylake,ford1,206.877,236.349,234.261,262.719,274.683,276.447,234.783,214.684
athena.skylake,ford2,42.6634,49.108,48.2717,48.9113,48.445,48.7419,38.1305,37.6067
athena.skylake,freeFlyingRobot_10,332.572,343.148,258.894,264.5,327.866,278.702,236.173,224.715
athena.skylake,freeFlyingRobot_11,319.871,315.3,225.222,282.832,224.746,260.937,219.117,211.846
athena.skylake,freeFlyingRobot_12,325.275,287.247,257.295,241.457,244.748,326.967,243.14,222.386
athena.skylake,freeFlyingRobot_13,332.824,325.504,215.623,258.856,336.313,343.17,239.636,221.489
athena.skylake,freeFlyingRobot_14,319.293,250.469,206.685,248.885,333.52,281.59,232.452,195.047
athena.skylake,freeFlyingRobot_15,325.583,317.879,267.005,240.748,342.255,242.659,220.714,198.399
athena.skylake,freeFlyingRobot_16,327.506,313.464,197.96,213.162,230.827,329.779,239.367,206.219
athena.skylake,fullb,240.703,224.85,221.017,233.336,239.513,240.573,194.52,202.34
athena.skylake,fv1,393.36,416.932,384.418,361.314,350.785,407.175,376.286,422.829
athena.skylake,fv2,391.612,412.226,392.689,414.059,371.269,,417.831,422.435
athena.skylake,fv3,380.073,417.299,388.165,388.932,418.789,,412.357,415.418
athena.skylake,fxm3_6,,434.439,449.08,430.334,432.676,416.839,250.876,434.261
athena.skylake,fxm4_6,387.833,367.727,386.832,385.073,369.36,373.487,228.647,381.178
athena.skylake,g3rmt3m3,513.589,518.211,510.772,502.414,505.662,,527.083,506.422
athena.skylake,ga2010,30.4137,36.1174,37.2549,38.019,35.6961,35.1388,29.1927,27.3391
athena.skylake,gas_sensor,101.978,174.033,155.718,173.432,183.192,186.736,137.488,149.056
athena.skylake,gearbox,202.656,253.181,220.005,244.702,249.661,254.763,191.322,230.23
athena.skylake,geom,151.536,191.38,197.533,190.727,195.012,181.291,152.1,181.79
athena.skylake,germany_osm,17.134,17.9539,17.7819,18.0681,17.16,17.1312,14.1653,16.6727
athena.skylake,great-britain_osm,17.0084,18.0563,17.6191,17.9159,16.9855,17.1527,14.1585,16.7858
athena.skylake,gridgena,95.6751,100.443,119.419,110.109,103.629,107.119,95.3051,116.802
athena.skylake,gsm_106857,107.238,35.2383,160.754,35.8242,42.7806,41.6712,141.26,27.4695
athena.skylake,gupta1,110.724,140.442,127.169,129.027,144.013,76.0488,141.637,106.378
athena.skylake,gupta2,77.5203,62.9019,89.6701,58.5561,81.0253,58.7356,83.574,65.0737
athena.skylake,gupta3,142.913,133.748,136.439,141.548,145.296,149.87,130.711,135.012
athena.skylake,gyro,354.024,391.384,381.543,388.81,391.405,,379.346,372.455
athena.skylake,gyro_k,376.79,391.27,390.974,384.511,396.388,,373.713,373.15
athena.skylake,gyro_m,358.484,372.092,413.354,405.839,412.449,,405.258,326.466
athena.skylake,halfb,246.799,239.118,219.751,239.257,243.892,245.554,192.027,218.07
athena.skylake,hangGlider_3,92.6708,85.9823,84.6039,61.1417,73.3873,84.4572,95.0316,87.3527
athena.skylake,hangGlider_4,77.0868,77.3672,61.2223,90.5849,83.8836,,99.4361,89.1593
athena.skylake,hangGlider_5,83.2657,94.6242,95.3989,90.9217,89.3272,78.819,73.5744,89.9055
athena.skylake,har_10NN,279.354,286.293,308.49,304.572,330.894,310.423,282.786,259.681
athena.skylake,helm2d03,41.9367,40.209,48.351,42.6225,40.7283,40.92,49.0881,23.2229
athena.skylake,helm3d01,154.524,177.218,188.259,172.702,185.431,174.133,176.549,152.972
athena.skylake,hep-th,168.29,240.644,236.878,214.053,185.591,221.273,198.649,180.645
athena.skylake,hi2010,151.114,131.778,204.683,189.681,178.8,188.268,162.626,109.134
athena.skylake,hollywood-2009,55.8782,44.5524,,44.8874,43.9217,40.6727,38.9509,45.4675
athena.skylake,hood,202.967,191.768,221.989,194.195,211.725,214.01,205.948,122.676
athena.skylake,hugetrace-00000,21.1898,19.6599,21.8811,20.0855,18.6063,18.6197,18.4348,15.6632
athena.skylake,hugetrace-00010,20.7744,18.3909,21.2954,18.5453,17.5813,17.6199,17.9015,17.1095
athena.skylake,hugetrace-00020,20.8905,17.7692,21.3067,17.8805,16.5198,16.4397,18.0397,14.9961
athena.skylake,hugetric-00000,21.209,19.4648,21.2588,19.8986,18.4936,18.3715,17.6119,15.6493
athena.skylake,hugetric-00010,21.0833,17.6308,21.7849,18.0305,16.4595,16.3935,18.1366,15.0985
