matrix_name,m,k,nnz,n,Gorder,Grappolo,IOU,Louvain,METIS,PaToH,RCM,baseline
gupta2,62064,62064,4248286,64,17.3774,84.7036,67.8713,54.9041,72.6492,66.8603,57.8207,89.4457
gupta3,16783,16783,9323427,64,66.5897,39.8823,52.048,75.6507,74.1851,67.3958,70.3716,37.5282
gyro,17361,17361,1021159,64,103.117,115.688,109.257,105.153,108.558,,109.963,114.84
gyro_k,17361,17361,1021159,64,98.8357,112.898,107.216,115.063,110.05,,106.213,102.281
gyro_m,17361,17361,340431,64,55.9827,70.865,70.4354,58.0488,65.4124,,68.8901,58.6354
halfb,224617,224617,12387821,64,103.962,106.712,92.3618,108.487,106.362,109.549,100.809,92.726
hangGlider_1,360,360,3477,64,37.5469,32.4464,35.0622,31.7134,36.3905,32.3129,32.789,33.9565
hangGlider_2,1647,1647,14754,64,35.205,43.6748,43.8985,44.1131,29.2065,32.3577,35.7422,46.4232
hangGlider_3,10260,10260,92703,64,35.9959,42.6601,34.1219,39.5394,50.4767,37.0873,31.5471,26.7039
hangGlider_4,15561,15561,149532,64,37.6221,35.5504,35.2921,35.2036,37.0456,,28.6761,24.87
hangGlider_5,16011,16011,155246,64,28.0594,37.6757,31.3271,36.0533,36.0849,27.8744,23.9339,26.5244
har_10NN,10299,10299,151736,64,44.4448,50.3954,49.2143,45.4209,43.1906,42.796,45.8808,47.7151
helm2d03,392257,392257,2741935,64,16.8581,23.406,19.0714,23.3812,20.2954,23.1001,24.6081,14.5
helm3d01,32226,32226,428444,64,35.5097,39.2363,41.3961,39.6036,37.8518,39.6021,38.4041,23.674
hep-th,8361,8361,31502,64,29.0285,22.0538,30.3365,20.9535,23.3185,22.0248,15.0901,17.0866
hi2010,25016,25016,124126,64,20.4941,16.3508,24.3121,21.0363,20.9037,22.2585,22.3156,16.3892
hollywood-2009,1139905,1139905,113891327,64,12.2713,21.845,,20.9694,23.7918,21.6902,12.8022,22.5106
hood,220542,220542,10768436,64,104.265,103.161,82.0869,107.995,108.617,105.825,99.4875,63.175
hugebubbles-00000,18318143,18318143,54940162,64,9.60156,8.37138,8.01498,8.37778,7.93945,7.81782,9.75342,6.44297
hugebubbles-00010,19458087,19458087,58359528,64,9.23251,7.58041,8.07252,7.83602,6.9021,6.75947,9.48762,5.84846
hugebubbles-00020,21198119,21198119,63580358,64,9.59698,7.69365,8.06053,7.87023,6.85121,6.88196,10.5824,5.56903
hugetrace-00000,4588484,4588484,13758266,64,9.74212,9.06737,8.71471,9.37086,8.03319,8.00052,11.4322,6.42077
hugetrace-00010,12057441,12057441,36164358,64,9.45899,8.62693,8.20024,8.83971,7.74766,7.62145,10.3704,6.58396
hugetrace-00020,16002413,16002413,47997626,64,9.42807,8.16867,8.15267,8.32284,7.31126,7.31414,10.3667,6.35876
hugetric-00000,5824554,5824554,17467046,64,9.78759,8.97203,8.17798,9.41973,8.22774,8.05131,10.8307,6.48948
hugetric-00010,6592765,6592765,19771708,64,9.2714,8.72049,8.33816,9.04207,7.27673,7.29057,10.0594,6.04939
hugetric-00020,7122792,7122792,21361554,64,9.41238,8.23013,8.21087,8.92157,7.25408,7.26433,9.68411,6.08253
human_gene1,22283,22283,24669643,64,82.741,53.7651,85.4344,56.6815,53.6066,64.2509,49.2331,74.7761
human_gene2,14340,14340,18068388,64,82.0328,59.3398,,60.139,70.4792,59.4577,52.5278,78.4952
ia2010,216007,216007,1021170,64,12.4951,11.0267,,15.1403,14.816,15.306,15.0856,14.0948
id2010,149842,149842,728264,64,10.9253,10.5167,14.2122,13.2515,15.0847,11.6259,10.4031,12.4805
il2010,451554,451554,2164464,64,12.8011,14.4801,15.3979,15.3871,15.4941,15.3871,17.6763,10.8502
in2010,267071,267071,1281716,64,10.1408,11.0407,11.0164,11.5441,11.518,13.723,12.0971,13.1189
indianpines_10NN,9144,9144,124656,64,55.8887,51.5371,50.7228,50.7293,51.2047,55.2533,54.4649,44.4956
inline_1,503712,503712,36816342,64,85.3973,92.4652,104.004,91.67,104.971,98.232,105.337,59.9427
ins2,309412,309412,2751484,64,10.5345,14.6171,,12.7349,16.5775,6.86074,8.39907,10.6029
iris_dataset_30NN,150,150,5518,64,63.9189,70.466,70.6281,71.176,68.8853,65.4996,68.5289,67.5674
italy_osm,6686493,6686493,14027956,64,7.72761,8.06064,6.80086,8.03178,7.194,7.33114,7.65801,7.06217
jagmesh1,936,936,6264,64,32.7842,32.6285,35.1304,32.9413,32.9504,35.6141,33.9728,35.9118
jagmesh2,1009,1009,6865,64,36.7506,32.7351,31.8185,39.9418,32.4766,33.6928,34.7133,33.5513
jagmesh3,1089,1089,7361,64,32.6317,33.783,32.7042,32.4937,40.2538,32.8215,35.0255,34.345
jagmesh4,1440,1440,9504,64,32.994,34.7764,33.9362,36.6309,33.1535,34.7211,36.8194,34.9435
jagmesh5,1180,1180,7750,64,33.3778,39.3126,34.5966,33.1584,31.7949,32.8292,39.7065,33.8293
jagmesh6,1377,1377,8993,64,34.7867,35.1697,33.5371,34.1132,32.0815,34.9101,35.069,34.8573
jagmesh7,1138,1138,7450,64,36.0207,33.3462,33.1107,34.9599,32.5683,32.7548,33.6604,35.8003
jagmesh8,1141,1141,7465,64,31.7238,32.8433,39.1446,33.5737,32.2884,34.1091,34.4538,35.9849
jagmesh9,1349,1349,9101,64,33.1448,38.7478,39.0086,33.4717,33.8442,34.8155,34.9094,34.9825
jazz,198,198,5484,64,60.0301,63.1441,50.2579,62.897,56.992,54.726,48.9051,56.4573
jnlbrng1,40000,40000,199200,64,20.0083,20.5643,19.2143,23.5927,21.7445,23.0379,23.3454,23.0315
k1_san,67759,67759,559774,64,22.7384,28.4103,25.8633,27.7158,28.1574,27.4819,27.0454,27.2707
k49_norm_10NN,38547,38547,618158,64,29.3123,31.9668,36.4221,21.7828,38.2312,30.3781,28.7349,23.0832
karate,34,34,156,64,6.45518,6.53973,7.40469,6.86187,6.68571,6.73079,6.5113,7.39558
kineticBatchReactor_1,2052,2052,20600,64,38.4427,38.5154,42.4398,47.6384,44.41,41.2471,42.1349,39.0923
kineticBatchReactor_2,4361,4361,44840,64,22.606,43.2799,38.642,48.243,46.0706,,30.0863,37.8619
