matrix_name,m,k,nnz,n,Gorder,Grappolo,IOU,Louvain,METIS,PaToH,RCM,baseline
bcsstk35,30237,30237,1450163,64,115.004,117.963,120.064,122.626,120.969,,122.149,115.067
bcsstk36,23052,23052,1143140,64,123.089,124.18,122.937,124.841,123.159,122.788,124.023,125.352
bcsstk37,25503,25503,1140977,64,118.709,113.579,113.503,112.114,117.963,116.631,121.606,115.662
bcsstk38,8032,8032,355460,64,105.523,120.89,124.394,121.163,126.99,128.217,120.712,120.145
bcsstk39,46772,46772,2089294,64,110.139,116.689,113.805,119.629,122.115,121.892,114.503,120.583
bcsstm01,48,48,48,64,3.27683,,3.1652,3.52926,3.2438,3.13288,3.49467,3.34071
bcsstm02,66,66,66,64,5.60889,,5.78229,5.5616,5.82219,6.09097,5.5034,5.13863
bcsstm03,112,112,112,64,11.1042,,10.4644,11.4596,11.6637,12.1493,11.635,10.4644
bcsstm04,132,132,132,64,11.5242,,13.0073,12.8098,12.443,12.6667,12.225,12.8098
bcsstm05,153,153,153,64,16.8833,,15.2295,14.4947,14.2443,14.7592,16.0276,15.6314
bcsstm06,420,420,420,64,34.37,,33.3474,32.1719,33.9605,33.1036,31.5477,31.5692
bcsstm07,420,420,7252,64,104.043,103.184,108.062,109.76,104.406,105.771,114.36,108.951
bcsstm08,1074,1074,1074,64,45.8059,,44.9105,42.6679,43.9347,45.8521,42.4959,45.9163
bcsstm09,1083,1083,1083,64,45.4493,,44.7894,44.3292,44.7625,44.9619,46.054,44.4583
bcsstm10,1086,1086,22092,64,94.8659,110.069,111.33,106.793,105.321,105.554,108.452,119.698
bcsstm11,1473,1473,1473,64,48.6682,,47.9506,48.7591,50.6721,50.2632,50.8758,52.3594
bcsstm12,1473,1473,19659,64,89.5496,96.3532,94.9314,103.969,92.5265,95.6827,99.1746,111.684
bcsstm13,2003,2003,21943,64,40.9731,39.4,48.1058,45.9358,38.8104,38.681,40.0592,70.1668
bcsstm19,817,817,817,64,39.8218,,40.424,41.0258,41.5842,41.3849,40.1601,41.8632
bcsstm20,485,485,485,64,34.6815,,34.1136,38.0576,34.6996,33.8666,36.455,35.134
bcsstm21,3600,3600,3600,64,61.0162,,58.5071,59.4509,59.4117,60.4404,59.6426,58.6111
bcsstm22,138,138,138,64,12.7893,,13.6918,13.4849,14.2794,14.0519,14.2338,13.9306
bcsstm23,3134,3134,3134,64,61.2077,,57.5059,57.803,55.0195,57.4714,58.1719,57.1682
bcsstm24,3562,3562,3562,64,57.5307,,61.1164,57.0347,57.5747,58.8605,59.0131,58.6103
bcsstm25,15439,15439,15439,64,44.079,,44.3619,43.2815,45.4275,45.5993,43.9253,43.2692
bcsstm26,1922,1922,1922,64,54.0476,,54.987,53.5871,53.962,53.8795,53.1585,56.1679
bcsstm27,1224,1224,56126,64,107.183,123.528,125.19,131.346,124.074,128.87,131.023,131.701
bcsstm34,588,588,24270,64,98.1165,112.704,114.199,115.374,109.76,111.993,116.289,115.37
bcsstm35,30237,30237,20619,64,,21.0845,27.3904,25.8467,24.5853,19.15,28.117,22.1538
bcsstm36,23052,23052,320606,64,,64.4907,118.455,78.6202,81.2075,69.3913,66.6039,110.326
bcsstm37,25503,25503,15525,64,,24.9269,29.1617,27.5985,28.0524,29.4466,31.8002,28.2996
bcsstm38,8032,8032,10485,64,,34.7023,55.3344,55.4665,55.4489,62.0499,29.1763,53.5228
bcsstm39,46772,46772,46772,64,8.02143,,8.27686,8.12471,9.06648,8.24397,8.26452,8.1464
belgium_osm,1441295,1441295,3099940,64,8.82165,8.86121,7.44306,8.56726,8.08811,8.24575,7.19892,7.31888
benzene,8219,8219,242669,64,97.5686,102.768,101.532,100.871,106.863,87.94,99.2901,107.065
