machine,matrix_name,Gorder,Grappolo,IOU,Louvain,METIS,PaToH,RCM,baseline
AMD-Desktop,G65,70.2742,77.6772,65.9251,77.7517,77.7885,77.4146,77.4797,77.7737
AMD-Desktop,G66,62.7618,77.5882,71.3086,77.9623,22.6502,74.4903,71.9152,66.2826
AMD-Desktop,G67,71.4031,77.1375,77.2475,78.0661,59.0777,78.0244,76.2864,77.7814
AMD-Desktop,GAP-road,6.80613,7.72631,8.01108,6.51503,7.0349,6.96209,6.78434,5.82239
AMD-Desktop,G_n_pin_pout,11.3312,12.1167,12.1753,10.9488,14.2764,10.0718,10.674,14.1925
AMD-Desktop,Ga10As10H30,48.8317,67.0748,72.1995,58.9715,84.0221,49.4464,47.7975,52.2071
AMD-Desktop,Ga19As19H42,47.3483,77.8651,69.5998,61.086,99.8341,68.5539,58.1693,62.6959
AMD-Desktop,Ga3As3H12,43.768,60.3288,68.7211,70.5973,82.8767,68.6966,58.1892,89.366
AMD-Desktop,Ga41As41H72,57.5074,72.2805,61.8364,64.0856,95.1519,67.1597,54.5736,52.0196
AMD-Desktop,GaAsH6,33.8627,56.3276,38.7647,54.2687,57.5423,73.9343,39.7587,59.8225
AMD-Desktop,Ge87H76,64.1807,74.1992,73.4537,74.2917,93.4225,84.3775,47.8298,68.6013
AMD-Desktop,Ge99H100,61.8305,75.6145,78.0731,81.1486,103.984,87.0268,65.0711,70.4524
AMD-Desktop,Geo_1438,67.1629,84.6552,68.4572,87.6766,100.384,102.43,83.8644,64.8274
AMD-Desktop,H2O,40.6642,63.137,58.7114,42.3719,64.6132,49.0789,37.4787,46.2069
AMD-Desktop,HTC_336_4438,10.3905,10.9773,12.6716,12.774,12.7586,12.2304,8.32552,9.59359
AMD-Desktop,HTC_336_9129,10.2607,10.8183,12.6632,11.367,12.1892,11.6377,10.6232,9.35351
AMD-Desktop,Hardesty1,39.6614,45.9544,42.7407,46.1488,46.7342,47.265,36.563,30.4012
AMD-Desktop,Hook_1498,62.4389,84.6861,83.4839,87.8898,95.9709,91.4556,75.2375,74.848
AMD-Desktop,JapaneseVowelsSmall_10NN,146.171,131.983,83.483,133.964,138.437,,148.538,136.892
AMD-Desktop,Kuu,164.695,190.687,182.089,171.081,185.804,180.953,188.806,183.151
AMD-Desktop,L-9,36.57,60.4072,52.0313,57.1531,62.5924,50.7307,49.9957,51.5909
AMD-Desktop,LF10000,62.8165,66.6802,68.3067,56.3275,67.7767,54.3676,62.5219,32.1949
AMD-Desktop,LFAT5000,54.8472,26.7596,61.8446,45.5643,54.339,23.5009,63.5887,57.7628
AMD-Desktop,Lin,15.1516,20.1502,21.2718,23.464,23.2705,22.5482,12.9168,16.5231
AMD-Desktop,Long_Coup_dt0,89.7483,98.1497,98.4957,100.226,117.213,115.653,98.8063,93.6256
AMD-Desktop,Long_Coup_dt6,88.7444,99.3139,98.7255,100.73,118.284,116.241,98.2638,92.0619
AMD-Desktop,M6,17.7237,9.7181,17.2261,10.0712,9.30017,9.20773,14.8028,7.81952
AMD-Desktop,Muu,172.655,161.132,161.503,187.288,147.7,148.557,155.289,158.875
AMD-Desktop,NACA0015,17.5515,9.8719,17.2667,11.9272,10.0033,10.2742,20.4597,8.3593
AMD-Desktop,NLR,17.1435,9.47903,17.0883,9.71979,8.66754,9.23105,14.5129,8.21236
AMD-Desktop,Na5,83.1249,116.366,79.9434,147.177,103.425,131.086,96.8913,133.578
AMD-Desktop,OPF_10000,45.4123,52.3204,49.1604,53.3045,51.344,51.8646,39.5871,27.2002
AMD-Desktop,OPF_3754,95.1184,164.265,79.0991,168.872,73.6382,162.695,138.337,77.7541
AMD-Desktop,OPF_6000,55.9028,65.8152,70.9937,69.4577,67.4675,57.8416,47.0391,32.4077
AMD-Desktop,Oregon-1,28.3146,52.0763,35.6622,51.073,72.9341,27.3196,43.1003,37.8791
AMD-Desktop,Oregon-2,25.8837,58.9187,41.5101,17.238,56.2793,43.0998,37.4941,51.2545
AMD-Desktop,PFlow_742,64.9053,98.8568,91.5476,112.795,136.811,127.789,101.138,108.589
AMD-Desktop,PGPgiantcompo,48.307,65.8538,63.4445,36.4005,75.0253,60.01,66.1375,43.674
AMD-Desktop,Pres_Poisson,186.583,185.827,191.801,186.8,186.651,185.867,192.856,190.749
