matrix_name,reordering,m,k,nnz,nth,median_GFLOPS_yax_basic,median_GFLOPS_yax_flushed_basic,median_GFLOPS_yax_xyp_basic,median_GFLOPS_cg_basic_spmv,median_GFLOPS_cg_basic_all
nemeth25,baseline,9506,9506,1511758,18,27.7086,27.4212,27.6062,27.586199999999998,22.604149999999997
Si41Ge41H72,baseline,185639,185639,15011265,1,0.3974495,0.401513,0.4002685,0.3951975,0.41458
Si41Ge41H72,baseline,185639,185639,15011265,2,0.748427,0.7643365,0.7590844999999999,0.750437,0.7848975
Si41Ge41H72,baseline,185639,185639,15011265,4,1.12338,1.1293449999999998,1.12252,1.1225200000000002,1.1726999999999999
Si41Ge41H72,baseline,185639,185639,15011265,8,2.1047599999999997,2.088335,2.104105,2.092435,2.1676450000000003
Si41Ge41H72,baseline,185639,185639,15011265,9,2.4794,2.4741049999999998,2.47612,2.485845,2.56161
Si41Ge41H72,baseline,185639,185639,15011265,14,3.391585,3.3902599999999996,3.37403,3.3942699999999997,3.47336
Si41Ge41H72,baseline,185639,185639,15011265,15,3.7757449999999997,3.78765,3.776365,3.80029,3.8728
Si41Ge41H72,baseline,185639,185639,15011265,16,4.01377,4.0106850000000005,4.00085,4.00202,4.071375
Si41Ge41H72,baseline,185639,185639,15011265,17,4.03556,4.0448249999999994,4.024585,4.023825,4.092445
Si41Ge41H72,baseline,185639,185639,15011265,18,4.31007,4.29061,4.29519,4.28949,4.3538
thermomech_TC,baseline,102158,102158,711558,1,1.43855,1.455495,1.46451,1.366955,1.687035
thermomech_TC,baseline,102158,102158,711558,2,2.838215,2.843535,2.58057,2.4273350000000002,2.6519950000000003
thermomech_TC,baseline,102158,102158,711558,4,5.508225,5.52125,5.1974,4.801495,4.71307
thermomech_TC,baseline,102158,102158,711558,8,10.7654,10.680250000000001,9.58841,9.03426,7.358425
thermomech_TC,baseline,102158,102158,711558,9,12.022649999999999,11.9829,10.86895,10.15035,7.879160000000001
thermomech_TC,baseline,102158,102158,711558,14,18.183,18.0624,16.5153,15.469100000000001,9.76506
thermomech_TC,baseline,102158,102158,711558,15,19.76265,19.6971,17.751350000000002,16.8342,10.11025
thermomech_TC,baseline,102158,102158,711558,16,21.4819,21.3067,18.9923,18.28435,10.46175
thermomech_TC,baseline,102158,102158,711558,17,22.647,22.373,19.83635,18.90785,10.5505
thermomech_TC,baseline,102158,102158,711558,18,23.2636,23.205,20.54845,19.49305,10.6702
Vehicle_10NN,baseline,846,846,10894,1,1.46217,1.5401250000000002,1.570365,1.4712,1.554805
Vehicle_10NN,baseline,846,846,10894,2,2.78543,2.925945,2.854295,2.9197100000000002,2.25067
Vehicle_10NN,baseline,846,846,10894,4,5.17411,5.174099999999999,4.770625,5.335075,2.847435
Vehicle_10NN,baseline,846,846,10894,8,7.2122399999999995,6.8984749999999995,5.063675,7.134235,2.47815
Vehicle_10NN,baseline,846,846,10894,9,7.75761,7.213375,4.500335,7.30542,2.3992050000000003
Vehicle_10NN,baseline,846,846,10894,14,6.939835,6.664285,5.240214999999999,6.50871,1.81766
Vehicle_10NN,baseline,846,846,10894,15,7.18496,6.50505,5.591975,6.122445,1.7220650000000002
Vehicle_10NN,baseline,846,846,10894,16,6.89256,6.42015,5.645894999999999,6.192220000000001,1.68175
Vehicle_10NN,baseline,846,846,10894,17,6.444165,6.346995,5.22208,5.83819,1.6567349999999998
Vehicle_10NN,baseline,846,846,10894,18,6.69425,6.103135,5.16137,6.1558399999999995,1.564705
G15,baseline,800,800,9322,1,1.4043899999999998,1.482365,1.5150450000000002,1.477385,1.5554450000000002
G15,baseline,800,800,9322,2,2.247195,2.1620150000000002,2.180655,2.2637549999999997,1.90648
G15,baseline,800,800,9322,4,3.1985400000000004,3.10381,3.121665,3.138675,2.1257200000000003
G15,baseline,800,800,9322,8,4.118365000000001,4.013809999999999,3.96845,3.9938849999999997,2.00081
G15,baseline,800,800,9322,9,4.122685,4.04249,4.061425,4.077915,1.8702800000000002
G15,baseline,800,800,9322,14,4.606295,4.518675,4.445925000000001,4.34359,1.53772
G15,baseline,800,800,9322,15,4.615545,4.4380500000000005,4.05846,4.43694,1.474305
G15,baseline,800,800,9322,16,4.69042,4.38065,4.44753,4.316075,1.4166699999999999
G15,baseline,800,800,9322,17,4.6934000000000005,4.36909,4.37894,4.471045,1.3940299999999999
G15,baseline,800,800,9322,18,4.65152,4.416874999999999,3.65333,4.51971,1.345005
tuma1,baseline,22967,22967,87760,1,2.06787,2.0637049999999997,2.125135,1.6370200000000001,2.170425
tuma1,baseline,22967,22967,87760,2,3.9358700000000004,3.922025,3.1858250000000004,2.61822,2.909925
tuma1,baseline,22967,22967,87760,4,7.613945,7.626704999999999,6.088195000000001,5.15965,4.549605
tuma1,baseline,22967,22967,87760,8,13.387699999999999,13.31765,10.2625,9.339165,6.18398
tuma1,baseline,22967,22967,87760,9,14.6787,14.79625,11.1939,10.2133,6.39859
tuma1,baseline,22967,22967,87760,14,19.52095,19.7149,15.7629,14.31205,6.845935000000001
tuma1,baseline,22967,22967,87760,15,20.495350000000002,20.58865,16.982799999999997,15.0785,6.927585
tuma1,baseline,22967,22967,87760,16,20.940199999999997,21.20445,17.120649999999998,15.70575,6.93771
tuma1,baseline,22967,22967,87760,17,22.3291,22.202350000000003,18.1999,16.012,6.895315
tuma1,baseline,22967,22967,87760,18,22.1085,23.153,17.77085,16.5302,6.88471
bcsstk20,baseline,485,485,3135,1,1.45885,1.77819,1.882585,1.6888999999999998,1.54199
bcsstk20,baseline,485,485,3135,2,2.8408249999999997,2.838265,2.03006,2.58573,1.37822
bcsstk20,baseline,485,485,3135,4,3.5676750000000004,3.481615,1.8452199999999999,3.528495,1.465685
bcsstk20,baseline,485,485,3135,8,3.36752,3.10857,2.4675399999999996,2.987425,1.032635
bcsstk20,baseline,485,485,3135,9,3.1762550000000003,2.8900550000000003,2.7077299999999997,3.039285,0.9738469999999999
bcsstk20,baseline,485,485,3135,14,2.5401350000000003,2.26946,2.2890550000000003,2.38173,0.721528
bcsstk20,baseline,485,485,3135,15,2.20472,2.211595,2.10768,2.18322,0.660061
bcsstk20,baseline,485,485,3135,16,2.1980750000000002,2.020745,2.13205,2.088075,0.649034
bcsstk20,baseline,485,485,3135,17,2.088705,1.9092799999999999,2.0756300000000003,1.961495,0.6119330000000001
bcsstk20,baseline,485,485,3135,18,1.890855,1.9723549999999999,1.972595,2.072805,0.614287
can_445,baseline,445,445,3809,1,1.6155599999999999,1.78607,1.8306149999999999,1.799685,1.5984150000000001
can_445,baseline,445,445,3809,2,2.940125,2.84627,1.26609,2.6174999999999997,1.475405
can_445,baseline,445,445,3809,4,4.203275,3.9150099999999997,2.816945,3.697285,1.58301
can_445,baseline,445,445,3809,8,4.1963799999999996,3.64335,2.966455,3.54012,1.15891
can_445,baseline,445,445,3809,9,3.9354500000000003,3.3889,3.386645,3.3435699999999997,1.030085
can_445,baseline,445,445,3809,14,3.1152800000000003,2.8315,2.805255,2.805505,0.8129375
can_445,baseline,445,445,3809,15,3.03637,2.817335,2.737315,2.7629799999999998,0.7699745
can_445,baseline,445,445,3809,16,2.866855,2.5073,2.70791,2.56631,0.7248475000000001
can_445,baseline,445,445,3809,17,2.75414,2.478245,2.5474249999999996,2.52454,0.6884235000000001
can_445,baseline,445,445,3809,18,2.69888,2.28775,2.56467,2.37629,0.668876
mycielskian16,baseline,49151,49151,33382480,1,0.5398405,0.53948,0.539034,0.5375460000000001,0.5404275000000001
mycielskian16,baseline,49151,49151,33382480,2,0.786049,0.790508,0.789712,0.789164,0.792986
mycielskian16,baseline,49151,49151,33382480,4,1.140905,1.14387,1.143895,1.142795,1.1482
mycielskian16,baseline,49151,49151,33382480,8,1.63376,1.6362,1.636425,1.636145,1.6404100000000001
mycielskian16,baseline,49151,49151,33382480,9,1.6788750000000001,1.68141,1.68248,1.681465,1.6854900000000002
mycielskian16,baseline,49151,49151,33382480,14,2.016435,2.022175,2.02248,2.023415,2.026375
mycielskian16,baseline,49151,49151,33382480,15,2.1129350000000002,2.11676,2.120055,2.11794,2.1205550000000004
mycielskian16,baseline,49151,49151,33382480,16,2.277285,2.2830399999999997,2.283145,2.284185,2.285655
mycielskian16,baseline,49151,49151,33382480,17,2.30207,2.309675,2.312075,2.31224,2.31344
mycielskian16,baseline,49151,49151,33382480,18,2.32517,2.3367649999999998,2.338005,2.3390750000000002,2.3400049999999997
Na5,baseline,5832,5832,305630,1,1.686585,1.702275,1.7059250000000001,1.68355,1.73576
Na5,baseline,5832,5832,305630,2,3.0788650000000004,3.079935,3.034205,2.99894,2.976805
Na5,baseline,5832,5832,305630,4,5.559405,5.55683,5.41017,5.35645,5.0663599999999995
Na5,baseline,5832,5832,305630,8,10.47225,10.43805,10.2015,10.12895,8.51797
Na5,baseline,5832,5832,305630,9,11.6601,11.5916,11.284400000000002,11.18355,9.096445
Na5,baseline,5832,5832,305630,14,16.5776,16.397100000000002,15.99595,15.88765,11.19455
Na5,baseline,5832,5832,305630,15,18.53905,18.27325,18.03095,17.827,11.8049
Na5,baseline,5832,5832,305630,16,19.578200000000002,19.391750000000002,18.69305,18.647100000000002,12.038799999999998
Na5,baseline,5832,5832,305630,17,20.70385,20.5067,20.0473,20.0263,12.308399999999999
Na5,baseline,5832,5832,305630,18,19.834850000000003,19.707900000000002,19.29485,19.0852,11.9403
af_shell5,baseline,504855,504855,17588875,1,0.5297799999999999,0.5335485,0.5337035,0.5264960000000001,0.574201
af_shell5,baseline,504855,504855,17588875,2,0.94068,0.9525170000000001,0.9530695,0.9431069999999999,1.0217
af_shell5,baseline,504855,504855,17588875,4,1.50883,1.523665,1.5245600000000001,1.5122149999999999,1.63
af_shell5,baseline,504855,504855,17588875,8,2.9187250000000002,2.942415,2.9440350000000004,2.9305149999999998,3.0751850000000003
af_shell5,baseline,504855,504855,17588875,9,3.184565,3.219045,3.20564,3.1886799999999997,3.326665
af_shell5,baseline,504855,504855,17588875,14,4.751335,4.759435,4.704305,4.751785,4.799
af_shell5,baseline,504855,504855,17588875,15,5.07991,5.067885,5.019295,5.030295000000001,5.043495
af_shell5,baseline,504855,504855,17588875,16,5.391775,5.40254,5.378505,5.369,5.3511
af_shell5,baseline,504855,504855,17588875,17,5.59853,5.628335,5.575425,5.590159999999999,5.53712
af_shell5,baseline,504855,504855,17588875,18,5.85328,5.84286,5.7751850000000005,5.819335000000001,5.727675
Ga19As19H42,baseline,133123,133123,8884839,1,0.35048599999999996,0.362993,0.36458749999999995,0.35637450000000004,0.37823300000000004
Ga19As19H42,baseline,133123,133123,8884839,2,0.658418,0.624178,0.624223,0.6102945,0.6459405
Ga19As19H42,baseline,133123,133123,8884839,4,0.8962365,0.882231,0.8987864999999999,0.8861835,0.9365095
Ga19As19H42,baseline,133123,133123,8884839,8,1.70886,1.715925,1.7652999999999999,1.724765,1.80827
Ga19As19H42,baseline,133123,133123,8884839,9,1.86173,1.776195,1.774255,1.78132,1.868855
Ga19As19H42,baseline,133123,133123,8884839,14,2.76013,2.7493800000000004,2.7542,2.77963,2.880445
Ga19As19H42,baseline,133123,133123,8884839,15,3.025645,3.02177,3.01591,3.0736,3.1732199999999997
Ga19As19H42,baseline,133123,133123,8884839,16,2.98674,2.94844,2.98868,3.0001249999999997,3.09978
Ga19As19H42,baseline,133123,133123,8884839,17,3.05603,3.04846,3.054875,3.11196,3.2087849999999998
Ga19As19H42,baseline,133123,133123,8884839,18,3.4360999999999997,3.471825,3.4752400000000003,3.54901,3.6441299999999996
co2010,baseline,201062,201062,974574,1,0.7738754999999999,0.772382,0.7766195,0.7123855,1.10628
co2010,baseline,201062,201062,974574,2,1.560215,1.5445950000000002,1.54758,1.43075,1.95172
co2010,baseline,201062,201062,974574,4,3.09046,3.0723849999999997,3.058955,2.82521,3.480535
co2010,baseline,201062,201062,974574,8,6.156305,6.05907,6.0571,5.607530000000001,5.731105
co2010,baseline,201062,201062,974574,9,6.91145,6.797575,6.779815,6.283935,6.159625
co2010,baseline,201062,201062,974574,14,10.7305,10.594000000000001,10.4618,9.735595,7.841665
co2010,baseline,201062,201062,974574,15,11.463899999999999,11.3914,11.23675,10.3901,8.142585
co2010,baseline,201062,201062,974574,16,11.9907,12.078399999999998,11.96565,11.08885,8.384125000000001
co2010,baseline,201062,201062,974574,17,12.97155,12.759350000000001,12.6283,11.83755,8.630635
co2010,baseline,201062,201062,974574,18,13.718599999999999,13.52645,13.30695,12.4987,8.828595
bcsstm08,baseline,1074,1074,1074,1,0.7968605,0.851855,0.8866495000000001,0.6518010000000001,1.502805
bcsstm08,baseline,1074,1074,1074,2,1.243765,1.19537,0.5942475,0.978118,1.38693
bcsstm08,baseline,1074,1074,1074,4,1.41791,1.3479999999999999,1.3518,1.34632,1.575765
bcsstm08,baseline,1074,1074,1074,8,1.2452,1.1265450000000001,1.018235,1.18094,1.157745
bcsstm08,baseline,1074,1074,1074,9,1.102155,1.097915,0.9593095,1.13202,1.07808
bcsstm08,baseline,1074,1074,1074,14,0.8844305,0.7996055,0.8993585,0.820496,0.7821629999999999
bcsstm08,baseline,1074,1074,1074,15,0.810827,0.834596,0.8156695,0.8364415000000001,0.761164
bcsstm08,baseline,1074,1074,1074,16,0.785364,0.7475745,0.7886615,0.7842485,0.712145
bcsstm08,baseline,1074,1074,1074,17,0.766869,0.7446904999999999,0.781989,0.7680025,0.6982794999999999
bcsstm08,baseline,1074,1074,1074,18,0.7309625,0.71709,0.782236,0.7602635,0.6925935
G4,baseline,800,800,38352,1,1.881845,1.915285,1.920505,1.896845,1.88407
G4,baseline,800,800,38352,2,3.731735,3.71834,3.70327,3.648315,3.20243
G4,baseline,800,800,38352,4,7.012895,6.977919999999999,6.912125,6.87345,4.774375
G4,baseline,800,800,38352,8,11.7375,11.530899999999999,11.33525,11.429400000000001,5.330555
G4,baseline,800,800,38352,9,12.75645,12.33125,12.09655,12.23345,5.2826699999999995
G4,baseline,800,800,38352,14,14.9292,14.1052,13.94255,14.35775,4.657595
G4,baseline,800,800,38352,15,15.0595,14.64105,14.1002,14.2035,4.449195
G4,baseline,800,800,38352,16,14.86035,14.65065,13.4679,14.3321,4.283295000000001
G4,baseline,800,800,38352,17,15.6075,14.73645,14.14595,14.83905,4.204095000000001
G4,baseline,800,800,38352,18,14.9825,14.98255,13.9238,14.3002,3.986695
az2010,baseline,241666,241666,1196094,1,0.7651680000000001,0.7667550000000001,0.762597,0.6976465000000001,1.0071750000000002
az2010,baseline,241666,241666,1196094,2,1.5426950000000001,1.533585,1.526655,1.3928449999999999,1.74268
az2010,baseline,241666,241666,1196094,4,3.097495,3.08127,3.048645,2.79849,3.140275
az2010,baseline,241666,241666,1196094,8,6.1830300000000005,6.168315,6.03285,5.620675,5.210654999999999
az2010,baseline,241666,241666,1196094,9,6.95598,6.90156,6.790955,6.3476,5.6806149999999995
az2010,baseline,241666,241666,1196094,14,10.80335,10.7466,10.53665,9.843385000000001,7.209685
az2010,baseline,241666,241666,1196094,15,11.592500000000001,11.423649999999999,11.1974,10.32,7.4550350000000005
az2010,baseline,241666,241666,1196094,16,12.34985,12.162849999999999,12.02495,11.2571,7.707929999999999
az2010,baseline,241666,241666,1196094,17,13.1044,13.0411,12.74925,11.86475,7.957465
az2010,baseline,241666,241666,1196094,18,13.8416,13.70925,13.4295,12.50225,8.07307
turon_m,baseline,189924,189924,1690876,1,1.6909649999999998,1.659215,1.676185,1.47967,1.709175
turon_m,baseline,189924,189924,1690876,2,2.8481899999999998,2.828645,2.7903599999999997,2.553575,2.68241
turon_m,baseline,189924,189924,1690876,4,5.881304999999999,5.8100249999999996,5.710744999999999,5.151005,4.87052
turon_m,baseline,189924,189924,1690876,8,12.49075,12.16525,12.19235,11.54275,8.561824999999999
turon_m,baseline,189924,189924,1690876,9,14.228000000000002,14.1042,13.7408,13.318950000000001,9.254305
turon_m,baseline,189924,189924,1690876,14,21.50835,21.6083,20.3857,21.2521,11.78355
turon_m,baseline,189924,189924,1690876,15,23.237000000000002,23.10445,21.76145,22.6357,12.174
turon_m,baseline,189924,189924,1690876,16,24.5401,24.46465,22.712600000000002,24.4846,12.469999999999999
turon_m,baseline,189924,189924,1690876,17,26.0086,25.8627,24.103099999999998,25.86005,12.8101
turon_m,baseline,189924,189924,1690876,18,27.50215,27.37885,25.2947,27.3143,13.1186
kron_g500-logn19,baseline,524288,524288,43562265,1,0.3440785,0.344529,0.344233,0.3441435,0.3590915
kron_g500-logn19,baseline,524288,524288,43562265,2,0.6655245000000001,0.6656664999999999,0.665678,0.6654985,0.694608
kron_g500-logn19,baseline,524288,524288,43562265,4,1.32119,1.3199800000000002,1.3203550000000002,1.32028,1.370815
kron_g500-logn19,baseline,524288,524288,43562265,8,2.57096,2.5660350000000003,2.57423,2.573985,2.64641
kron_g500-logn19,baseline,524288,524288,43562265,9,2.80147,2.8104750000000003,2.8125549999999997,2.8081300000000002,2.879835
kron_g500-logn19,baseline,524288,524288,43562265,14,4.150095,4.13561,4.1392500000000005,4.11367,4.171715
kron_g500-logn19,baseline,524288,524288,43562265,15,4.376115,4.36664,4.390975,4.36555,4.41747
kron_g500-logn19,baseline,524288,524288,43562265,16,4.47207,4.47295,4.4612099999999995,4.455125,4.504835
kron_g500-logn19,baseline,524288,524288,43562265,17,4.646129999999999,4.6714850000000006,4.6513100000000005,4.62793,4.667865
kron_g500-logn19,baseline,524288,524288,43562265,18,4.9998249999999995,5.0230250000000005,4.99195,4.9976,5.0217
nlpkkt80,baseline,1062400,1062400,28704672,1,0.381128,0.3811875,0.3799715,0.37619199999999997,0.4249465
nlpkkt80,baseline,1062400,1062400,28704672,2,0.7409975,0.7380175,0.735662,0.7331695,0.815268
nlpkkt80,baseline,1062400,1062400,28704672,4,1.455965,1.449865,1.448865,1.446265,1.586405
nlpkkt80,baseline,1062400,1062400,28704672,8,2.8277900000000002,2.8239650000000003,2.822615,2.813035,2.98888
nlpkkt80,baseline,1062400,1062400,28704672,9,3.1594249999999997,3.151835,3.153135,3.13901,3.324225
nlpkkt80,baseline,1062400,1062400,28704672,14,4.674795,4.66905,4.643395,4.618845,4.707485
nlpkkt80,baseline,1062400,1062400,28704672,15,4.8697,4.8713750000000005,4.85825,4.819559999999999,4.82563
nlpkkt80,baseline,1062400,1062400,28704672,16,5.108245,5.1038,5.063385,5.02464,5.026005
nlpkkt80,baseline,1062400,1062400,28704672,17,5.224745,5.24496,5.218109999999999,5.203715,5.106655
nlpkkt80,baseline,1062400,1062400,28704672,18,5.4236450000000005,5.4308499999999995,5.39475,5.3649000000000004,5.3267050000000005
oilpan,baseline,73752,73752,3597188,1,0.745743,0.8277055,0.85029,0.7878084999999999,0.8382255
oilpan,baseline,73752,73752,3597188,2,1.4568599999999998,1.5078399999999998,1.517585,1.52776,1.6010499999999999
oilpan,baseline,73752,73752,3597188,4,3.021715,2.941605,2.912395,3.002115,3.08648
oilpan,baseline,73752,73752,3597188,8,7.026035,6.73656,6.822005000000001,6.795505,6.634145
oilpan,baseline,73752,73752,3597188,9,8.32967,8.144725,8.572585,7.943295,7.67678
oilpan,baseline,73752,73752,3597188,14,18.21245,17.313699999999997,17.99015,16.3748,14.18425
oilpan,baseline,73752,73752,3597188,15,20.48435,18.4675,19.7949,17.990000000000002,15.21115
oilpan,baseline,73752,73752,3597188,16,22.2406,21.2954,22.1059,21.0863,17.1359
oilpan,baseline,73752,73752,3597188,17,24.391,22.143900000000002,24.665149999999997,23.568849999999998,18.63655
oilpan,baseline,73752,73752,3597188,18,26.3472,26.3612,27.4235,25.6336,19.68945
nemeth21,baseline,9506,9506,1173746,1,1.620885,1.62419,1.6266250000000002,1.6195400000000002,1.63768
nemeth21,baseline,9506,9506,1173746,2,3.2251950000000003,3.2208699999999997,3.221955,3.2085749999999997,3.185235
nemeth21,baseline,9506,9506,1173746,4,6.425155,6.440195,6.453735,6.39755,6.225625
nemeth21,baseline,9506,9506,1173746,8,12.77785,12.7757,12.795,12.729399999999998,11.739049999999999
nemeth21,baseline,9506,9506,1173746,9,14.3904,14.388,14.401250000000001,14.3361,13.0417
nemeth21,baseline,9506,9506,1173746,14,22.246000000000002,22.21045,22.23035,22.125349999999997,18.52205
nemeth21,baseline,9506,9506,1173746,15,23.76645,23.68355,23.735349999999997,23.617449999999998,19.42905
nemeth21,baseline,9506,9506,1173746,16,25.2798,25.19495,25.280050000000003,25.1319,20.35545
nemeth21,baseline,9506,9506,1173746,17,26.835549999999998,26.6384,26.82345,26.6918,21.1888
nemeth21,baseline,9506,9506,1173746,18,28.28915,28.05405,28.29035,28.132550000000002,22.0009
lowThrust_2,baseline,2312,2312,26261,1,2.1631600000000004,2.1875999999999998,2.210995,2.115105,2.200245
lowThrust_2,baseline,2312,2312,26261,2,3.75952,3.74224,3.6199700000000004,3.4875,2.93641
lowThrust_2,baseline,2312,2312,26261,4,5.57801,5.497070000000001,5.232365,5.165985,3.769565
lowThrust_2,baseline,2312,2312,26261,8,8.28686,8.181695000000001,6.071115,7.7868200000000005,3.938035
lowThrust_2,baseline,2312,2312,26261,9,10.63735,10.33495,9.436485000000001,9.238475000000001,4.0124949999999995
lowThrust_2,baseline,2312,2312,26261,14,9.836055,9.557105,8.932515,9.343340000000001,3.5094149999999997
lowThrust_2,baseline,2312,2312,26261,15,9.36504,8.91122,8.550275,8.75825,3.398965
lowThrust_2,baseline,2312,2312,26261,16,9.854975,9.642475000000001,8.997959999999999,9.453714999999999,3.332335
lowThrust_2,baseline,2312,2312,26261,17,9.3939,9.11529,8.277805,8.69791,3.2138299999999997
lowThrust_2,baseline,2312,2312,26261,18,9.93439,9.66725,8.478290000000001,9.178165,3.2074999999999996
ex32,baseline,1159,1159,11343,1,1.886895,2.0766099999999996,2.01565,1.96424,1.999955
ex32,baseline,1159,1159,11343,2,3.803855,3.7884900000000004,3.58,3.305135,2.50757
ex32,baseline,1159,1159,11343,4,6.17586,6.129770000000001,5.68586,5.597334999999999,3.0516550000000002
ex32,baseline,1159,1159,11343,8,7.995045,7.72802,5.9222,7.434645,2.670805
ex32,baseline,1159,1159,11343,9,8.363575,7.968555,6.23686,7.765359999999999,2.59283
ex32,baseline,1159,1159,11343,14,7.395475,7.184725,5.837135,7.26753,2.0258200000000004
ex32,baseline,1159,1159,11343,15,7.4657350000000005,7.33372,5.673455,7.10208,1.9687100000000002
ex32,baseline,1159,1159,11343,16,7.2986699999999995,6.8866,5.283385,6.708785000000001,1.845265
ex32,baseline,1159,1159,11343,17,7.02986,6.754925,6.086055,6.976884999999999,1.83493
ex32,baseline,1159,1159,11343,18,6.748415,6.688174999999999,6.031095,6.423855,1.738975
pa2010,baseline,421545,421545,2058462,1,0.664197,0.6596895,0.6685925,0.5729655,0.8664995
pa2010,baseline,421545,421545,2058462,2,1.30917,1.32073,1.31956,1.14331,1.5735299999999999
pa2010,baseline,421545,421545,2058462,4,2.66389,2.67256,2.6727999999999996,2.267065,2.78554
pa2010,baseline,421545,421545,2058462,8,5.661885,5.615914999999999,5.63947,4.911944999999999,5.004595
pa2010,baseline,421545,421545,2058462,9,6.450475,6.427524999999999,6.43626,5.553655,5.342835
pa2010,baseline,421545,421545,2058462,14,10.47345,10.3353,10.37265,9.019015,7.192015
pa2010,baseline,421545,421545,2058462,15,11.24595,11.1495,11.07265,9.96354,7.6120149999999995
pa2010,baseline,421545,421545,2058462,16,12.106549999999999,12.036349999999999,11.92895,10.5077,7.8000050000000005
pa2010,baseline,421545,421545,2058462,17,12.806899999999999,12.78675,12.658100000000001,11.5191,8.095165
pa2010,baseline,421545,421545,2058462,18,13.689599999999999,13.527149999999999,13.4712,12.11365,8.3369
gr_30_30,baseline,900,900,7744,1,2.060475,2.20643,2.28365,2.049485,1.96262
gr_30_30,baseline,900,900,7744,2,3.993785,3.9281699999999997,3.9618700000000002,3.549085,2.3018349999999996
gr_30_30,baseline,900,900,7744,4,6.0172799999999995,5.99744,5.566695,5.54921,2.5686299999999997
gr_30_30,baseline,900,900,7744,8,6.436529999999999,6.24375,3.919555,6.4820150000000005,2.120915
gr_30_30,baseline,900,900,7744,9,6.392205,6.41863,6.15855,6.251335,1.985585
gr_30_30,baseline,900,900,7744,14,5.52178,5.297465,4.198575,5.025285,1.465605
gr_30_30,baseline,900,900,7744,15,5.101355,5.073585,4.605425,4.88403,1.4445700000000001
gr_30_30,baseline,900,900,7744,16,5.12831,5.2146550000000005,4.49921,4.700295,1.35326
gr_30_30,baseline,900,900,7744,17,5.06757,4.684615,4.568194999999999,4.684245,1.325835
gr_30_30,baseline,900,900,7744,18,4.6151800000000005,4.64159,4.50484,4.456865,1.27172
ok2010,baseline,269118,269118,1274148,1,0.7367285,0.7416205,0.738023,0.67729,0.968383
ok2010,baseline,269118,269118,1274148,2,1.48547,1.4773299999999998,1.46775,1.3444250000000002,1.71944
ok2010,baseline,269118,269118,1274148,4,2.9519599999999997,2.932695,2.89481,2.7075,3.14391
ok2010,baseline,269118,269118,1274148,8,6.0314250000000005,5.9883500000000005,5.927615,5.452645,5.20458
ok2010,baseline,269118,269118,1274148,9,6.82858,6.767855,6.720655000000001,6.220549999999999,5.651985
ok2010,baseline,269118,269118,1274148,14,10.5708,10.453050000000001,10.32385,9.68695,7.252675
ok2010,baseline,269118,269118,1274148,15,11.3231,11.24365,11.11645,10.41865,7.519349999999999
ok2010,baseline,269118,269118,1274148,16,12.08135,11.971499999999999,11.815999999999999,11.072099999999999,7.73185
ok2010,baseline,269118,269118,1274148,17,12.866399999999999,12.70935,12.56405,11.74405,7.953735
ok2010,baseline,269118,269118,1274148,18,13.5357,13.50525,13.24795,12.41245,8.11261
jagmesh9,baseline,1349,1349,9101,1,2.11239,2.22019,2.258565,1.9976749999999999,2.06043
jagmesh9,baseline,1349,1349,9101,2,3.9387049999999997,3.844205,3.65946,3.39878,2.36414
jagmesh9,baseline,1349,1349,9101,4,6.221135,6.181995000000001,5.35811,5.213235,2.84896
jagmesh9,baseline,1349,1349,9101,8,6.793150000000001,6.82888,3.89099,6.595075,2.4109
jagmesh9,baseline,1349,1349,9101,9,7.059235,6.5858550000000005,5.255015,6.464665,2.301455
jagmesh9,baseline,1349,1349,9101,14,5.8171800000000005,5.963645,4.7212,5.94475,1.851405
jagmesh9,baseline,1349,1349,9101,15,6.08064,5.7191600000000005,4.39738,5.4396,1.75379
jagmesh9,baseline,1349,1349,9101,16,5.866135,5.551755,5.011875,5.185700000000001,1.65043
jagmesh9,baseline,1349,1349,9101,17,5.555885,5.360115,4.99791,5.398245,1.595135
jagmesh9,baseline,1349,1349,9101,18,5.32714,5.213615000000001,4.950324999999999,5.17271,1.545085
vsp_barth5_1Ksep_50in_5Kout,baseline,32212,32212,203610,1,1.271145,1.279445,1.282325,1.1823649999999999,1.575685
vsp_barth5_1Ksep_50in_5Kout,baseline,32212,32212,203610,2,2.58908,2.579025,2.476535,2.26892,2.5291699999999997
vsp_barth5_1Ksep_50in_5Kout,baseline,32212,32212,203610,4,5.22452,5.192475,4.963710000000001,4.5632,4.432905
vsp_barth5_1Ksep_50in_5Kout,baseline,32212,32212,203610,8,10.4128,10.3941,9.619365,8.938705,6.778135
vsp_barth5_1Ksep_50in_5Kout,baseline,32212,32212,203610,9,11.785900000000002,11.65755,10.70635,9.990185,7.16339
vsp_barth5_1Ksep_50in_5Kout,baseline,32212,32212,203610,14,17.600299999999997,17.533099999999997,15.51135,14.73675,8.258935000000001
vsp_barth5_1Ksep_50in_5Kout,baseline,32212,32212,203610,15,19.1856,18.8855,16.4272,15.74795,8.44233
vsp_barth5_1Ksep_50in_5Kout,baseline,32212,32212,203610,16,20.3143,19.93175,17.366999999999997,16.5036,8.61513
vsp_barth5_1Ksep_50in_5Kout,baseline,32212,32212,203610,17,21.06185,20.6296,18.0498,17.5313,8.774765
