matrix_name,reordering,m,k,nnz,nth,median_GFLOPS_yax_basic,median_GFLOPS_yax_flushed_basic,median_GFLOPS_yax_xyp_basic,median_GFLOPS_cg_basic_spmv,median_GFLOPS_cg_basic_all
msc01050,baseline,1050,1050,29156,1,1.7985449999999998,1.83499,1.850695,1.80673,1.833445
msc01050,baseline,1050,1050,29156,2,3.248685,3.2698799999999997,3.250925,3.248125,2.777825
msc01050,baseline,1050,1050,29156,4,5.234525,5.27993,5.224209999999999,5.23053,3.7436749999999996
msc01050,baseline,1050,1050,29156,8,7.45632,7.345515,7.20165,7.35217,3.8962899999999996
msc01050,baseline,1050,1050,29156,9,7.600625,7.7759599999999995,7.4291599999999995,7.566525,3.842715
msc01050,baseline,1050,1050,29156,14,8.041885,7.977130000000001,7.81377,7.880515,3.322245
msc01050,baseline,1050,1050,29156,15,8.06921,8.027014999999999,7.86168,7.846640000000001,3.19686
msc01050,baseline,1050,1050,29156,16,7.8431049999999995,8.104624999999999,8.13915,7.973005000000001,3.14299
msc01050,baseline,1050,1050,29156,17,8.491890000000001,8.182805,8.10853,8.14876,3.024855
msc01050,baseline,1050,1050,29156,18,8.390285,8.012055,7.7905,8.075479999999999,2.9808950000000003
freeFlyingRobot_3,baseline,1718,1718,12922,1,1.88864,1.90599,1.929295,1.872615,2.0069150000000002
freeFlyingRobot_3,baseline,1718,1718,12922,2,3.63564,3.57503,3.438585,3.2983450000000003,2.583965
freeFlyingRobot_3,baseline,1718,1718,12922,4,5.787395,5.607295000000001,5.152025,5.11472,3.16416
freeFlyingRobot_3,baseline,1718,1718,12922,8,7.600875,7.3761849999999995,7.06521,7.026835,2.953115
freeFlyingRobot_3,baseline,1718,1718,12922,9,7.98402,7.47345,3.6536299999999997,7.241835,2.885405
freeFlyingRobot_3,baseline,1718,1718,12922,14,7.8837150000000005,7.7577549999999995,5.599445,7.3608,2.3457850000000002
freeFlyingRobot_3,baseline,1718,1718,12922,15,7.81857,7.86873,5.08497,7.13523,2.33195
freeFlyingRobot_3,baseline,1718,1718,12922,16,7.680895,7.7973099999999995,4.847045,7.249695,2.232165
freeFlyingRobot_3,baseline,1718,1718,12922,17,7.75865,8.006325,4.961415,7.18488,2.11852
freeFlyingRobot_3,baseline,1718,1718,12922,18,7.516109999999999,7.31565,4.93915,7.193115000000001,2.0204199999999997
TSOPF_FS_b39_c7,baseline,28216,28216,730080,1,1.843365,1.84869,1.8420800000000002,1.81887,1.9178700000000002
TSOPF_FS_b39_c7,baseline,28216,28216,730080,2,2.72681,2.72193,2.7124,2.6585099999999997,2.72548
TSOPF_FS_b39_c7,baseline,28216,28216,730080,4,2.892595,2.895645,2.89045,2.86699,3.01334
TSOPF_FS_b39_c7,baseline,28216,28216,730080,8,4.204585,4.191705,4.180595,4.167575,4.28575
TSOPF_FS_b39_c7,baseline,28216,28216,730080,9,4.419035,4.423495,4.391775,4.3801749999999995,4.486800000000001
TSOPF_FS_b39_c7,baseline,28216,28216,730080,14,5.165125,5.16905,5.12693,5.1207899999999995,5.13818
TSOPF_FS_b39_c7,baseline,28216,28216,730080,15,5.272915,5.222275,5.23585,5.221915,5.223025
TSOPF_FS_b39_c7,baseline,28216,28216,730080,16,5.374065,5.37319,5.33167,5.320915,5.292785
TSOPF_FS_b39_c7,baseline,28216,28216,730080,17,5.462085,5.4633,5.4222,5.41006,5.36689
TSOPF_FS_b39_c7,baseline,28216,28216,730080,18,5.5407150000000005,5.51698,5.50195,5.491899999999999,5.4332650000000005
G67,baseline,10000,10000,40000,1,2.226875,2.26254,2.273275,1.814865,2.271205
G67,baseline,10000,10000,40000,2,4.438295,4.460425,4.33701,3.2735250000000002,3.113405
G67,baseline,10000,10000,40000,4,8.223279999999999,8.265915,7.978855,6.21099,4.6511499999999995
G67,baseline,10000,10000,40000,8,13.58575,13.429400000000001,12.780750000000001,10.520150000000001,5.585905
G67,baseline,10000,10000,40000,9,14.4312,14.35135,13.27585,11.450099999999999,5.6099250000000005
G67,baseline,10000,10000,40000,14,16.607999999999997,16.201050000000002,15.477350000000001,13.93905,5.48421
G67,baseline,10000,10000,40000,15,16.797150000000002,16.3218,15.3279,14.09705,5.442315
G67,baseline,10000,10000,40000,16,17.27115,16.49495,13.49995,13.645900000000001,5.30227
G67,baseline,10000,10000,40000,17,16.9812,15.816500000000001,15.26395,14.0695,5.250360000000001
G67,baseline,10000,10000,40000,18,17.024700000000003,16.3563,8.249245,14.0784,5.191375
geom,baseline,7343,7343,23796,1,0.5393545,0.5365445,0.5541849999999999,0.519379,1.02779
geom,baseline,7343,7343,23796,2,1.11551,1.099225,1.10966,1.03579,1.68031
geom,baseline,7343,7343,23796,4,2.55828,2.577315,2.4523900000000003,2.3244049999999996,2.8935950000000004
geom,baseline,7343,7343,23796,8,5.725475,5.9027899999999995,5.4746500000000005,4.963089999999999,4.0511099999999995
geom,baseline,7343,7343,23796,9,6.646795,7.318485,4.981579999999999,6.476039999999999,4.30053
geom,baseline,7343,7343,23796,14,9.05316,6.758229999999999,6.1473949999999995,7.673665,4.007709999999999
geom,baseline,7343,7343,23796,15,10.29315,10.081375000000001,5.40152,8.39664,4.11572
geom,baseline,7343,7343,23796,16,9.866215,9.540975,5.493175,8.53827,3.9976949999999998
geom,baseline,7343,7343,23796,17,10.28956,10.42935,7.642015,7.95551,3.856005
geom,baseline,7343,7343,23796,18,10.208400000000001,9.534970000000001,5.983895,8.781669999999998,3.90459
spaceShuttleEntry_3,baseline,1834,1834,28757,1,1.9834049999999999,2.038705,2.057925,2.01444,2.07845
spaceShuttleEntry_3,baseline,1834,1834,28757,2,3.814965,3.767945,3.460745,3.44395,2.93073
spaceShuttleEntry_3,baseline,1834,1834,28757,4,6.954515,6.94572,6.22242,6.20975,4.1643
spaceShuttleEntry_3,baseline,1834,1834,28757,8,9.639759999999999,9.38547,8.336030000000001,8.595045,4.14956
spaceShuttleEntry_3,baseline,1834,1834,28757,9,9.89754,9.639495,8.73144,9.32472,4.241095
spaceShuttleEntry_3,baseline,1834,1834,28757,14,11.660499999999999,11.3159,10.029499999999999,10.60985,3.757385
spaceShuttleEntry_3,baseline,1834,1834,28757,15,11.30375,10.73325,10.3504,10.61825,3.64059
spaceShuttleEntry_3,baseline,1834,1834,28757,16,10.959299999999999,10.7202,6.742319999999999,10.3324,3.5289099999999998
spaceShuttleEntry_3,baseline,1834,1834,28757,17,11.0745,10.6982,10.034185,10.5308,3.44011
spaceShuttleEntry_3,baseline,1834,1834,28757,18,11.0643,10.19945,9.744135,10.541350000000001,3.3674299999999997
c-56,baseline,35910,35910,380900,1,1.683725,1.691725,1.693845,1.6420599999999999,1.8819849999999998
c-56,baseline,35910,35910,380900,2,3.19087,3.140085,3.106375,2.9892149999999997,2.9796199999999997
c-56,baseline,35910,35910,380900,4,3.588445,3.56958,3.536885,3.468585,3.700815
c-56,baseline,35910,35910,380900,8,4.13486,4.12004,4.0822,4.0410900000000005,4.36731
c-56,baseline,35910,35910,380900,9,4.279055,4.25569,4.236165,4.194929999999999,4.507925
c-56,baseline,35910,35910,380900,14,4.726850000000001,4.713705,4.66835,4.633585,4.872955
c-56,baseline,35910,35910,380900,15,4.7728850000000005,4.751885,4.7141649999999995,4.68044,4.91292
c-56,baseline,35910,35910,380900,16,4.83681,4.825335,4.769655,4.734945,4.933120000000001
c-56,baseline,35910,35910,380900,17,4.88857,4.878935,4.81902,4.77759,4.9545650000000006
c-56,baseline,35910,35910,380900,18,4.926245,4.89976,4.8556799999999996,4.8098,4.96957
af_shell3,baseline,504855,504855,17588875,1,0.3851445,0.3882335,0.388206,0.380108,0.4195675
af_shell3,baseline,504855,504855,17588875,2,0.7469135,0.751289,0.7503435,0.7426429999999999,0.812542
af_shell3,baseline,504855,504855,17588875,4,1.458865,1.453405,1.45051,1.444385,1.5591050000000002
af_shell3,baseline,504855,504855,17588875,8,2.7851150000000002,2.786885,2.75131,2.762325,2.91214
af_shell3,baseline,504855,504855,17588875,9,3.115865,3.10614,3.10682,3.11482,3.26091
af_shell3,baseline,504855,504855,17588875,14,4.66136,4.6759,4.646185,4.637005,4.70707
af_shell3,baseline,504855,504855,17588875,15,4.911935,4.909955,4.890435,4.884095,4.937645
af_shell3,baseline,504855,504855,17588875,16,5.086135,5.106445,5.0656,5.063275,5.096415
af_shell3,baseline,504855,504855,17588875,17,5.327870000000001,5.338095,5.26668,5.270275,5.26795
af_shell3,baseline,504855,504855,17588875,18,5.4279399999999995,5.4242,5.36379,5.39662,5.364515
nasa1824,baseline,1824,1824,39208,1,1.94201,1.949585,1.999345,1.9916,2.04926
nasa1824,baseline,1824,1824,39208,2,3.9373449999999997,3.83595,3.89106,3.883145,3.315015
nasa1824,baseline,1824,1824,39208,4,7.345084999999999,7.333410000000001,7.19678,7.321775000000001,4.9496199999999995
nasa1824,baseline,1824,1824,39208,8,11.87485,11.74935,5.648375,11.865,5.39304
nasa1824,baseline,1824,1824,39208,9,12.82145,12.839500000000001,12.4244,13.1284,5.470685
nasa1824,baseline,1824,1824,39208,14,15.51875,15.06195,14.5308,15.0245,4.8373550000000005
nasa1824,baseline,1824,1824,39208,15,15.53975,15.97255,14.9542,15.9189,4.833335
nasa1824,baseline,1824,1824,39208,16,15.7653,15.494050000000001,9.01445,15.65645,4.676595000000001
nasa1824,baseline,1824,1824,39208,17,16.09685,15.940199999999999,9.587275,15.91675,4.46891
nasa1824,baseline,1824,1824,39208,18,16.31695,15.36695,15.793,15.5076,4.26067
parabolic_fem,baseline,525825,525825,3674625,1,0.5537105,0.6083335000000001,0.5968765,0.488645,0.6872815000000001
parabolic_fem,baseline,525825,525825,3674625,2,1.085915,1.152045,1.10598,0.932493,1.244405
parabolic_fem,baseline,525825,525825,3674625,4,2.0436699999999997,2.069885,2.015405,1.8300999999999998,2.302365
parabolic_fem,baseline,525825,525825,3674625,8,4.160175,4.210570000000001,4.04598,3.6037600000000003,4.096399999999999
parabolic_fem,baseline,525825,525825,3674625,9,4.748415,4.691885,4.559085,4.127855,4.539655
parabolic_fem,baseline,525825,525825,3674625,14,7.703975,7.600555,7.5014199999999995,6.261895,6.056290000000001
parabolic_fem,baseline,525825,525825,3674625,15,8.406975,8.204735,8.327124999999999,6.727555,6.4236
parabolic_fem,baseline,525825,525825,3674625,16,8.96054,8.94365,8.914665,7.139620000000001,6.65985
parabolic_fem,baseline,525825,525825,3674625,17,9.95566,9.385760000000001,9.58331,7.766545,7.026
parabolic_fem,baseline,525825,525825,3674625,18,10.7735,10.31805,10.5711,8.314454999999999,7.352555
shallow_water2,baseline,81920,81920,327680,1,1.80711,1.81997,1.860395,1.6563050000000001,2.067965
shallow_water2,baseline,81920,81920,327680,2,3.68298,3.6902749999999997,3.7292,3.1886200000000002,3.1175750000000004
shallow_water2,baseline,81920,81920,327680,4,7.945690000000001,7.86341,7.067634999999999,5.90808,4.98531
shallow_water2,baseline,81920,81920,327680,8,16.457099999999997,16.66055,13.857,11.89875,7.353895
shallow_water2,baseline,81920,81920,327680,9,18.4407,18.665149999999997,15.09265,12.772400000000001,7.67036
shallow_water2,baseline,81920,81920,327680,14,27.779,27.755499999999998,22.333399999999997,19.184150000000002,8.947415
shallow_water2,baseline,81920,81920,327680,15,29.0865,29.273850000000003,23.79775,20.42255,9.084705
shallow_water2,baseline,81920,81920,327680,16,30.6845,31.14835,25.0583,21.48485,9.222225
shallow_water2,baseline,81920,81920,327680,17,32.3675,32.4387,25.59655,22.6948,9.37479
shallow_water2,baseline,81920,81920,327680,18,33.663399999999996,34.3043,26.772399999999998,23.5661,9.438870000000001
c-67,baseline,57975,57975,531935,1,1.6892800000000001,1.6935449999999999,1.685285,1.65165,1.90862
c-67,baseline,57975,57975,531935,2,3.157345,3.159535,3.068815,2.93609,3.02124
c-67,baseline,57975,57975,531935,4,3.60192,3.581925,3.56097,3.488665,3.757245
c-67,baseline,57975,57975,531935,8,3.87583,3.871175,3.8514549999999996,3.8299250000000002,4.285525
c-67,baseline,57975,57975,531935,9,3.9533199999999997,3.94327,3.93486,3.9126849999999997,4.387345
c-67,baseline,57975,57975,531935,14,4.436875,4.406955,4.413915,4.388095,4.826919999999999
c-67,baseline,57975,57975,531935,15,4.52081,4.52055,4.493265,4.470885,4.89097
c-67,baseline,57975,57975,531935,16,4.59828,4.589815,4.556195,4.55147,4.95346
c-67,baseline,57975,57975,531935,17,4.681335,4.6305700000000005,4.653595,4.638455,5.0242249999999995
c-67,baseline,57975,57975,531935,18,4.74017,4.714525,4.7039550000000006,4.69129,5.068630000000001
qc2534,baseline,2534,2534,463360,1,1.5771700000000002,1.58864,1.586265,1.57867,1.5913050000000002
qc2534,baseline,2534,2534,463360,2,3.17185,3.1741900000000003,3.171705,3.1651,3.12601
qc2534,baseline,2534,2534,463360,4,6.32949,6.32095,6.3269,6.312765,6.04281
qc2534,baseline,2534,2534,463360,8,12.515049999999999,12.48615,12.47875,12.45875,10.89895
qc2534,baseline,2534,2534,463360,9,14.01735,13.9895,13.89945,13.904150000000001,11.87915
qc2534,baseline,2534,2534,463360,14,21.215049999999998,21.1363,21.1235,20.98625,15.60365
qc2534,baseline,2534,2534,463360,15,22.50635,22.51995,22.498350000000002,22.4262,16.26325
qc2534,baseline,2534,2534,463360,16,23.94375,23.862949999999998,23.850450000000002,23.82865,16.77225
qc2534,baseline,2534,2534,463360,17,25.21145,25.086100000000002,25.032,25.0728,17.17035
qc2534,baseline,2534,2534,463360,18,26.4498,26.52285,26.5411,26.3303,17.51575
bcspwr04,baseline,274,274,1612,1,0.831662,1.1971949999999998,1.2557800000000001,1.4202750000000002,1.19271
bcspwr04,baseline,274,274,1612,2,1.78574,1.78167,1.42095,1.806105,0.888943
bcspwr04,baseline,274,274,1612,4,2.306105,2.22961,1.45948,2.097165,0.884556
bcspwr04,baseline,274,274,1612,8,1.869845,1.662755,1.649935,1.76767,0.629932
bcspwr04,baseline,274,274,1612,9,1.661015,1.7438500000000001,1.6399599999999999,1.626195,0.5671645
bcspwr04,baseline,274,274,1612,14,1.32514,1.3260299999999998,1.28838,1.287805,0.4205215
bcspwr04,baseline,274,274,1612,15,1.297935,1.210455,1.231465,1.1577899999999999,0.3889845
bcspwr04,baseline,274,274,1612,16,1.173915,1.17138,1.16034,1.1400000000000001,0.367409
bcspwr04,baseline,274,274,1612,17,1.13323,1.066865,1.05158,1.063625,0.3476595
bcspwr04,baseline,274,274,1612,18,1.08244,1.07885,1.077715,1.0005,0.330261
qa8fk,baseline,66127,66127,1660579,1,1.8356249999999998,1.817805,1.835155,1.766855,1.86767
qa8fk,baseline,66127,66127,1660579,2,3.649765,3.58252,3.66839,3.51352,3.43795
qa8fk,baseline,66127,66127,1660579,4,7.676425,7.518945,7.575725,7.336335,6.707205
qa8fk,baseline,66127,66127,1660579,8,15.99495,15.9329,15.990300000000001,15.633,12.171700000000001
qa8fk,baseline,66127,66127,1660579,9,17.91585,17.7697,17.8616,17.56895,13.217649999999999
qa8fk,baseline,66127,66127,1660579,14,28.105649999999997,27.897150000000003,28.05305,27.953,17.6468
qa8fk,baseline,66127,66127,1660579,15,30.00475,29.771250000000002,29.985999999999997,29.7806,18.258499999999998
qa8fk,baseline,66127,66127,1660579,16,31.9623,31.8684,31.91905,31.9391,18.91955
qa8fk,baseline,66127,66127,1660579,17,34.187799999999996,33.72095,33.970349999999996,33.84965,19.4818
qa8fk,baseline,66127,66127,1660579,18,35.9443,35.74405,35.8852,35.69605,20.04785
ex14,baseline,3251,3251,66775,1,1.980045,1.98455,2.016535,2.0806250000000004,2.156815
ex14,baseline,3251,3251,66775,2,3.990325,3.90863,3.9525300000000003,4.053715,3.60499
ex14,baseline,3251,3251,66775,4,7.72574,7.37177,7.388665,7.85755,5.695425
ex14,baseline,3251,3251,66775,8,13.705749999999998,13.33765,13.21295,13.93385,6.8799
ex14,baseline,3251,3251,66775,9,14.670100000000001,14.697,14.387599999999999,15.12305,6.91915
ex14,baseline,3251,3251,66775,14,19.15495,18.994999999999997,17.58125,19.4281,6.73291
ex14,baseline,3251,3251,66775,15,19.4465,19.554949999999998,9.83025,19.920949999999998,6.62731
ex14,baseline,3251,3251,66775,16,19.89445,20.203249999999997,19.664450000000002,20.0058,6.554385
ex14,baseline,3251,3251,66775,17,20.3739,20.6463,20.1648,20.3941,6.38753
ex14,baseline,3251,3251,66775,18,20.3348,20.9829,20.6592,21.0717,6.268765
vsp_finan512_scagr7-2c_rlfddd,baseline,139752,139752,1104040,1,1.120435,1.1299000000000001,1.12915,1.08161,1.379165
vsp_finan512_scagr7-2c_rlfddd,baseline,139752,139752,1104040,2,1.9151250000000002,1.888385,1.86407,1.771175,2.10501
vsp_finan512_scagr7-2c_rlfddd,baseline,139752,139752,1104040,4,3.03278,3.023215,2.9428650000000003,2.82228,3.233555
vsp_finan512_scagr7-2c_rlfddd,baseline,139752,139752,1104040,8,4.284235,4.281645,4.14054,4.012425,4.5060199999999995
vsp_finan512_scagr7-2c_rlfddd,baseline,139752,139752,1104040,9,4.409345,4.4075,4.32073,4.216795,4.7104800000000004
vsp_finan512_scagr7-2c_rlfddd,baseline,139752,139752,1104040,14,6.831245,6.8282050000000005,6.54826,6.4260649999999995,6.385925
vsp_finan512_scagr7-2c_rlfddd,baseline,139752,139752,1104040,15,5.20369,5.197905,5.08251,4.995369999999999,5.473929999999999
vsp_finan512_scagr7-2c_rlfddd,baseline,139752,139752,1104040,16,5.540744999999999,5.50481,5.307024999999999,5.218085,5.642565
vsp_finan512_scagr7-2c_rlfddd,baseline,139752,139752,1104040,17,5.4066600000000005,5.40475,5.229445,5.1717949999999995,5.639715000000001
vsp_finan512_scagr7-2c_rlfddd,baseline,139752,139752,1104040,18,5.4762249999999995,5.464665,5.329045000000001,5.270835,5.692265000000001
nemeth26,baseline,9506,9506,1511760,1,1.55299,1.5655999999999999,1.5672199999999998,1.562295,1.57688
nemeth26,baseline,9506,9506,1511760,2,3.1151850000000003,3.1063650000000003,3.114585,3.0967399999999996,3.0766299999999998
nemeth26,baseline,9506,9506,1511760,4,6.26997,6.22968,6.2509,6.215365,6.05468
nemeth26,baseline,9506,9506,1511760,8,12.440650000000002,12.3339,12.44905,12.38125,11.544699999999999
nemeth26,baseline,9506,9506,1511760,9,13.99655,13.930250000000001,13.989,13.939,12.85995
nemeth26,baseline,9506,9506,1511760,14,21.69895,21.64895,21.69315,21.5801,18.74615
nemeth26,baseline,9506,9506,1511760,15,23.243650000000002,23.054850000000002,23.23395,23.1064,19.79375
nemeth26,baseline,9506,9506,1511760,16,24.655099999999997,24.5442,24.6851,24.5667,20.66875
nemeth26,baseline,9506,9506,1511760,17,26.2116,26.00125,26.1617,26.046750000000003,21.6543
nemeth26,baseline,9506,9506,1511760,18,27.654899999999998,27.49615,27.7023,27.52825,22.632399999999997
dictionary28,baseline,52652,52652,178076,1,0.582456,0.5857485,0.5865875,0.5591495,1.06514
dictionary28,baseline,52652,52652,178076,2,1.0341049999999998,1.03202,1.033255,0.974423,1.646235
dictionary28,baseline,52652,52652,178076,4,1.999975,1.98742,1.99875,1.8672300000000002,2.857315
dictionary28,baseline,52652,52652,178076,8,3.85019,3.79327,3.759055,3.4931799999999997,4.500489999999999
dictionary28,baseline,52652,52652,178076,9,4.27614,4.2149,4.2231749999999995,3.9192150000000003,4.830735
dictionary28,baseline,52652,52652,178076,14,6.385065,6.46239,6.250640000000001,5.865205,5.942259999999999
dictionary28,baseline,52652,52652,178076,15,6.868945,6.949685000000001,6.802555,6.333845,6.11811
dictionary28,baseline,52652,52652,178076,16,7.32909,7.35571,7.22318,6.57715,6.24198
dictionary28,baseline,52652,52652,178076,17,7.66017,7.611715,7.57198,6.9178999999999995,6.3424700000000005
dictionary28,baseline,52652,52652,178076,18,8.14332,8.042445,7.890115,7.319045,6.499575
wathen120,baseline,36441,36441,565761,1,2.2216500000000003,2.2286799999999998,2.24786,2.252345,2.3574450000000002
wathen120,baseline,36441,36441,565761,2,4.366625,4.406805,4.402705,4.400675,4.01853
wathen120,baseline,36441,36441,565761,4,8.684175,8.6896,8.74845,8.688875,7.07894
wathen120,baseline,36441,36441,565761,8,18.81845,18.69695,18.828899999999997,18.49695,11.729
wathen120,baseline,36441,36441,565761,9,21.1255,21.0291,21.0668,20.93915,12.51705
wathen120,baseline,36441,36441,565761,14,31.197049999999997,31.624850000000002,31.721049999999998,31.48635,14.94445
wathen120,baseline,36441,36441,565761,15,33.682900000000004,33.89965,33.5984,33.40095,15.297699999999999
wathen120,baseline,36441,36441,565761,16,35.65035,35.674949999999995,35.536699999999996,35.7286,15.655149999999999
wathen120,baseline,36441,36441,565761,17,37.703500000000005,37.6166,37.4366,37.3605,15.79805
wathen120,baseline,36441,36441,565761,18,39.58305,39.3995,39.297250000000005,39.2395,15.988
diag,baseline,2559,2559,8184,1,1.611845,1.758975,1.779995,1.490715,1.96903
diag,baseline,2559,2559,8184,2,3.0441450000000003,3.1643850000000002,3.177065,2.6849350000000003,2.423005
diag,baseline,2559,2559,8184,4,4.96706,4.97238,4.98269,4.20169,2.9280749999999998
diag,baseline,2559,2559,8184,8,6.2636400000000005,5.919345,3.294245,5.33251,2.578435
diag,baseline,2559,2559,8184,9,6.212755,5.99479,3.4172149999999997,5.286935,2.517665
diag,baseline,2559,2559,8184,14,5.55914,5.202785,3.843365,4.9706399999999995,2.0975349999999997
diag,baseline,2559,2559,8184,15,5.716155,5.08794,3.831715,4.94289,2.059215
diag,baseline,2559,2559,8184,16,5.331485,5.319015,3.8132349999999997,4.988835,2.00846
diag,baseline,2559,2559,8184,17,5.185695000000001,4.871505,3.894415,4.714345,1.9291550000000002
diag,baseline,2559,2559,8184,18,5.0397549999999995,4.5569500000000005,3.91695,4.39281,1.86063
nc2010,baseline,288987,288987,1416620,1,0.744518,0.748352,0.7503605,0.675495,0.960291
nc2010,baseline,288987,288987,1416620,2,1.493085,1.499515,1.49678,1.355105,1.7350050000000001
nc2010,baseline,288987,288987,1416620,4,3.02768,3.02639,3.000145,2.738855,3.141505
nc2010,baseline,288987,288987,1416620,8,6.16663,6.15257,6.062625,5.603405,5.311525
nc2010,baseline,288987,288987,1416620,9,6.925755,6.88846,6.8203499999999995,6.3210049999999995,5.7558050000000005
nc2010,baseline,288987,288987,1416620,14,10.813199999999998,10.6665,10.55715,9.839085,7.36264
nc2010,baseline,288987,288987,1416620,15,11.57855,11.5108,11.2431,10.494800000000001,7.59815
nc2010,baseline,288987,288987,1416620,16,12.325,12.07145,12.0171,11.16535,7.849295
nc2010,baseline,288987,288987,1416620,17,12.988150000000001,12.98345,12.7015,11.831800000000001,8.03064
nc2010,baseline,288987,288987,1416620,18,13.8049,13.611550000000001,13.47185,12.57405,8.239609999999999
bcsstk15,baseline,3948,3948,117816,1,1.88951,1.91356,1.9255499999999999,1.89126,1.966235
bcsstk15,baseline,3948,3948,117816,2,3.84762,3.84075,3.8401199999999998,3.76978,3.53576
bcsstk15,baseline,3948,3948,117816,4,7.53311,7.5301100000000005,7.46711,7.363709999999999,6.031695
bcsstk15,baseline,3948,3948,117816,8,14.009599999999999,13.92785,13.7668,13.530100000000001,8.35482
bcsstk15,baseline,3948,3948,117816,9,15.388200000000001,15.2355,15.16925,15.098749999999999,8.68756
bcsstk15,baseline,3948,3948,117816,14,21.3039,21.17465,21.0469,20.9852,9.14987
bcsstk15,baseline,3948,3948,117816,15,23.043950000000002,22.6342,21.7077,22.119100000000003,9.296050000000001
bcsstk15,baseline,3948,3948,117816,16,23.19875,23.1361,21.67875,22.8007,9.095794999999999
bcsstk15,baseline,3948,3948,117816,17,23.80285,24.3356,17.86925,23.8324,9.194165
bcsstk15,baseline,3948,3948,117816,18,24.8413,24.20185,24.25475,24.49465,9.022585
cage,baseline,366,366,5124,1,2.110315,2.18134,2.232615,2.207695,1.7917049999999999
cage,baseline,366,366,5124,2,3.47485,3.54658,2.7307550000000003,3.47751,1.7069450000000002
cage,baseline,366,366,5124,4,5.15474,4.8427299999999995,4.999395,4.716044999999999,1.737955
cage,baseline,366,366,5124,8,5.144575,4.5834150000000005,3.5677149999999997,4.789875,1.31236
cage,baseline,366,366,5124,9,4.776389999999999,4.464205,3.707605,4.677535000000001,1.24179
cage,baseline,366,366,5124,14,3.9999849999999997,3.7626049999999998,3.490175,3.87629,0.9111275000000001
cage,baseline,366,366,5124,15,3.83606,3.6495949999999997,3.5776149999999998,3.601395,0.8904485
cage,baseline,366,366,5124,16,3.58011,3.59767,3.5131949999999996,3.72093,0.8447009999999999
cage,baseline,366,366,5124,17,3.4581299999999997,3.524575,3.44298,3.2477400000000003,0.7834095
cage,baseline,366,366,5124,18,3.32302,3.4367,3.1616850000000003,3.09992,0.777865
PGPgiantcompo,baseline,10680,10680,48632,1,0.751078,0.7459075,0.7562139999999999,0.700789,1.1585450000000002
PGPgiantcompo,baseline,10680,10680,48632,2,1.42035,1.401925,1.398765,1.2958699999999999,1.8269549999999999
PGPgiantcompo,baseline,10680,10680,48632,4,2.691275,2.6674800000000003,2.56642,2.40524,2.9554400000000003
PGPgiantcompo,baseline,10680,10680,48632,8,5.5576550000000005,5.56191,5.21619,5.07191,4.50971
PGPgiantcompo,baseline,10680,10680,48632,9,6.08718,5.8310200000000005,5.589005,5.502515000000001,4.62961
PGPgiantcompo,baseline,10680,10680,48632,14,8.748095,8.635825,7.388075000000001,7.77459,4.992794999999999
PGPgiantcompo,baseline,10680,10680,48632,15,8.59417,8.565765,7.66309,7.845035,5.011095
PGPgiantcompo,baseline,10680,10680,48632,16,8.45045,8.302855000000001,7.567915,7.602914999999999,4.843445
PGPgiantcompo,baseline,10680,10680,48632,17,9.94065,9.60679,8.878945,8.89982,5.050415
PGPgiantcompo,baseline,10680,10680,48632,18,9.219909999999999,9.17635,6.9943349999999995,8.808565,4.926595
net125,baseline,36720,36720,2577200,1,1.26291,1.254475,1.2806549999999999,1.239425,1.28284
net125,baseline,36720,36720,2577200,2,1.7814800000000002,1.7886950000000001,1.7939150000000001,1.78412,1.831645
net125,baseline,36720,36720,2577200,4,2.83608,2.841025,2.90125,2.81436,2.8781499999999998
net125,baseline,36720,36720,2577200,8,4.26863,4.170065,4.238785,4.1814599999999995,4.232805
net125,baseline,36720,36720,2577200,9,4.69377,4.57532,4.68274,4.57744,4.61523
net125,baseline,36720,36720,2577200,14,6.69295,6.6529,6.72923,6.6846250000000005,6.57897
net125,baseline,36720,36720,2577200,15,7.04912,6.93564,6.990925,6.988455,6.846145
net125,baseline,36720,36720,2577200,16,7.600804999999999,7.49741,7.52545,7.47837,7.29293
net125,baseline,36720,36720,2577200,17,8.106935,8.00544,8.07044,8.01385,7.744015
net125,baseline,36720,36720,2577200,18,8.634329999999999,8.53402,8.584285000000001,8.523140000000001,8.18104
data,baseline,2851,2851,30186,1,2.1404300000000003,2.191905,2.1992599999999998,2.17675,2.266755
data,baseline,2851,2851,30186,2,3.7635050000000003,3.7415599999999998,3.57593,3.5405550000000003,3.03413
data,baseline,2851,2851,30186,4,7.111825,7.006225000000001,6.5686599999999995,6.6471,4.405895
data,baseline,2851,2851,30186,8,11.42625,11.167850000000001,10.360399999999998,10.361699999999999,4.59468
data,baseline,2851,2851,30186,9,12.045449999999999,12.008600000000001,11.0468,11.11835,4.554675
data,baseline,2851,2851,30186,14,13.62815,13.184000000000001,12.660599999999999,13.15855,4.18605
data,baseline,2851,2851,30186,15,14.114049999999999,13.183,12.64745,12.6586,3.98318
data,baseline,2851,2851,30186,16,13.8574,13.359,13.19075,13.29925,3.8915100000000002
data,baseline,2851,2851,30186,17,14.272549999999999,13.550550000000001,12.6274,13.024049999999999,3.78342
data,baseline,2851,2851,30186,18,13.76125,13.42115,11.7344,13.0154,3.716015
bcsstk35,baseline,30237,30237,1450163,1,1.78444,1.8256649999999999,1.83942,1.832815,1.88902
