matrix_name,m,k,nnz,n,Louvain,METIS,PaToH,RCM,baseline
144,144649,144649,2148786,1,25.85015,26.06085,26.42075,26.1704,22.28845
2cubes_sphere,101492,101492,1647264,1,28.99885,29.8014,29.4753,30.6005,28.05565
333SP,3712815,3712815,22217266,1,4.766705,4.425,5.04089,4.753715,4.441890000000001
3dtube,45330,45330,3213618,1,26.1201,26.4115,27.25375,27.89155,27.66255
598a,110971,110971,1483868,1,24.61585,25.8063,24.1393,26.14895,22.48755
ACTIVSg70K,69999,69999,238627,1,10.65465,11.4178,11.26085,11.22385,11.3505
AS365,3799275,3799275,22736152,1,4.86145,4.701969999999999,4.855935000000001,4.954595,4.2021250000000006
Andrews,60000,60000,760154,1,24.4279,24.1912,24.2423,24.503300000000003,23.38895
BenElechi1,245874,245874,13150496,1,5.19339,5.156925,5.680405,5.183479999999999,5.44792
Bump_2911,2911419,2911419,127729899,1,,,,5.806315,5.40176
Cube_Coup_dt0,2164760,2164760,127206144,1,,,,5.58504,5.39951
CurlCurl_0,11083,11083,113343,1,23.68755,15.1181,23.4679,24.8943,
CurlCurl_1,226451,226451,2472071,1,27.92015,30.3488,29.2917,31.347900000000003,30.5531
CurlCurl_2,806529,806529,8921789,1,5.749695,5.19087,5.468395,4.54655,6.00644
CurlCurl_3,1219574,1219574,13544618,1,5.460485,5.35046,5.420785,5.31388,5.328595
CurlCurl_4,2380515,2380515,26515867,1,4.898325,4.823115,5.13256,4.871385,5.114465
Dubcova1,16129,16129,253009,1,30.17975,30.94535,,31.57685,26.881500000000003
Dubcova2,65025,65025,1030225,1,34.904250000000005,35.959450000000004,35.85575,36.575950000000006,28.55115
Dubcova3,146689,146689,3636649,1,24.84715,24.54855,20.06125,16.79185,18.83235
Emilia_923,923136,923136,41005206,1,5.154285,5.22088,5.046455,5.42753,5.14001
F1,343791,343791,26837113,1,5.38664,5.17278,5.150869999999999,5.073275,5.368634999999999
F2,71505,71505,5294285,1,10.3905,10.2515,8.85081,8.9476,9.183945
Fault_639,638802,638802,28614564,1,5.260045,5.356574999999999,5.294449999999999,4.681190000000001,5.1414100000000005
Flan_1565,1564794,1564794,117406044,1,,,,5.17052,5.399525000000001
G2_circuit,150102,150102,726674,1,27.05865,27.08665,23.247100000000003,29.9873,24.82065
G3_circuit,1585478,1585478,7660826,1,5.08796,5.6165400000000005,4.99145,5.190245,5.263820000000001
GAP-road,23947347,23947347,57708624,1,4.0028500000000005,3.56999,3.595265,4.404335,3.13718
G_n_pin_pout,100000,100000,1002396,1,20.43065,20.3363,19.4002,18.8275,20.15185
Ga10As10H30,113081,113081,6115633,1,7.23422,8.07697,7.11547,7.448425,7.712925
Ga19As19H42,133123,133123,8884839,1,6.19422,6.405525,6.305009999999999,6.098330000000001,5.901384999999999
Ga3As3H12,61349,61349,5970947,1,7.883039999999999,8.301115,8.083245000000002,8.565449999999998,7.806115
Ga41As41H72,268096,268096,18488476,1,5.45714,5.500435,5.203105000000001,5.079485,5.3164
GaAsH6,61349,61349,3381809,1,22.6244,23.4682,17.8184,21.59545,23.2512
Ge87H76,112985,112985,7892195,1,5.988905,6.67569,6.631215,6.348085,6.123435
Ge99H100,112985,112985,8451395,1,5.986745,5.934825,6.03586,5.58781,6.325374999999999
Geo_1438,1437960,1437960,63156690,1,4.441735,4.442235,4.441395,4.44258,4.4414750000000005
H2O,67024,67024,2216736,1,16.3049,31.7461,14.0587,31.52285,29.8995
HTC_336_4438,226340,226340,904522,1,24.10375,25.5759,25.6404,21.49595,21.35325
HTC_336_9129,226340,226340,883422,1,23.8458,24.7452,24.8564,20.7349,20.4822
Hardesty1,938905,938905,12143314,1,5.528305,5.83935,5.33722,5.3334,5.024559999999999
Hook_1498,1498023,1498023,60917445,1,5.096550000000001,4.58955,4.612885,4.640745000000001,5.21706
L-9,17983,17983,71192,1,17.0235,15.6169,17.83595,20.1995,20.1124
LF10000,19998,19998,99982,1,25.6745,26.25455,26.1391,25.6102,18.85985
LFAT5000,19994,19994,79966,1,22.7487,23.0019,15.8357,23.4264,15.48905
Lin,256000,256000,1766400,1,26.4552,26.787,26.66215,33.9782,30.3259
Long_Coup_dt0,1470152,1470152,87088992,1,5.2073350000000005,4.603255000000001,4.430505,4.583175,5.172095
NACA0015,1039183,1039183,6229636,1,6.041650000000001,5.648255000000001,4.98956,5.736125,5.288345
NLR,4163763,4163763,24975952,1,4.76366,5.061955,4.778615,5.3737200000000005,4.24545
OPF_10000,43887,43887,467711,1,33.5728,33.780950000000004,33.8823,28.158,26.32695
OPF_3754,15435,15435,158273,1,27.81235,28.570500000000003,28.71435,19.7034,25.4285
OPF_6000,29902,29902,302418,1,31.9101,31.9557,32.0851,24.673450000000003,26.1369
