matrix_name,m,k,nnz,n,Louvain,METIS,PaToH,RCM,baseline
144,144649,144649,2148786,1,1.6706,1.773135,1.786815,1.817445,1.54282
2cubes_sphere,101492,101492,1647264,1,2.0522400000000003,1.852955,1.969655,2.11497,1.99488
333SP,3712815,3712815,22217266,1,1.162265,1.188855,1.18686,1.3686699999999998,1.007695
3dtube,45330,45330,3213618,1,2.087735,2.05863,2.070615,2.069315,2.09408
598a,110971,110971,1483868,1,1.681955,1.714775,1.694835,1.72214,1.536245
ACTIVSg70K,69999,69999,238627,1,0.6227095,0.6312645,0.6322445000000001,0.611413,0.6472184999999999
AS365,3799275,3799275,22736152,1,0.965117,1.013755,1.01393,1.18458,0.4164685
Andrews,60000,60000,760154,1,1.68406,1.6658400000000002,1.66216,1.688195,1.550705
BenElechi1,245874,245874,13150496,1,2.35791,2.367985,2.349525,2.358065,2.36514
Bump_2911,2911419,2911419,127729899,1,,,,2.32821,2.34394
Cube_Coup_dt0,2164760,2164760,127206144,1,,,,2.37855,2.373755
CurlCurl_0,11083,11083,113343,1,2.046775,1.95625,1.935575,1.98186,
CurlCurl_1,226451,226451,2472071,1,2.2772,2.092865,2.107105,2.201725,2.158135
CurlCurl_2,806529,806529,8921789,1,2.0668,2.01872,1.93304,2.165805,2.130465
CurlCurl_3,1219574,1219574,13544618,1,2.06135,1.9938,1.94723,2.169565,2.318485
CurlCurl_4,2380515,2380515,26515867,1,2.024745,1.928775,1.91455,2.20442,2.163785
Dubcova1,16129,16129,253009,1,2.2488400000000004,2.3461,,2.276455,2.50903
Dubcova2,65025,65025,1030225,1,2.63477,2.64427,2.580945,2.72445,2.236255
Dubcova3,146689,146689,3636649,1,2.516135,2.498705,2.503445,2.44169,2.491605
Emilia_923,923136,923136,41005206,1,2.29144,2.281785,2.2707550000000003,2.37101,2.36012
F1,343791,343791,26837113,1,1.96936,2.002505,1.986395,2.067845,1.7121
F2,71505,71505,5294285,1,2.048975,2.0496350000000003,2.030395,2.054275,2.0273250000000003
Fault_639,638802,638802,28614564,1,2.15327,2.18303,2.17784,2.24637,2.22056
Flan_1565,1564794,1564794,117406044,1,,,,2.065715,2.071375
G2_circuit,150102,150102,726674,1,2.01718,1.996465,2.015975,1.97461,2.067485
G3_circuit,1585478,1585478,7660826,1,1.7490899999999998,1.726815,1.732225,1.898235,1.805475
GAP-road,23947347,23947347,57708624,1,0.5170995,0.526974,0.5223789999999999,0.551248,0.4486145
G_n_pin_pout,100000,100000,1002396,1,1.38769,1.356055,1.3686699999999998,1.415025,1.3097
Ga10As10H30,113081,113081,6115633,1,1.99173,1.98103,1.9721,2.01152,2.020165
Ga19As19H42,133123,133123,8884839,1,1.959315,1.93122,1.91544,1.932695,1.967345
Ga3As3H12,61349,61349,5970947,1,1.88813,1.875015,1.87749,1.90922,1.89484
Ga41As41H72,268096,268096,18488476,1,1.930535,1.923665,1.90607,1.94398,1.965135
GaAsH6,61349,61349,3381809,1,2.023975,2.058725,1.947735,2.039305,2.018725
Ge87H76,112985,112985,7892195,1,1.95539,1.934385,1.94621,1.95297,1.959325
