matrix_name,m,k,nnz,n,Louvain,METIS,PaToH,RCM,baseline
144,144649,144649,2148786,1,2.15337,2.149255,2.153235,2.14731,2.084185
2cubes_sphere,101492,101492,1647264,1,2.5466,2.5227,2.542955,2.691095,2.525865
333SP,3712815,3712815,22217266,1,1.67428,1.665095,1.6688649999999998,1.75274,1.415505
3dtube,45330,45330,3213618,1,2.46881,2.45566,2.44584,2.44228,2.473475
598a,110971,110971,1483868,1,2.13572,2.131965,2.15072,2.113015,1.978525
ACTIVSg70K,69999,69999,238627,1,0.8430815,0.8540585,0.858819,0.7955460000000001,0.8656495
AS365,3799275,3799275,22736152,1,1.36153,1.37426,1.369875,1.446035,0.7479715
Andrews,60000,60000,760154,1,2.06105,2.053845,2.0488,2.07397,2.01635
BenElechi1,245874,245874,13150496,1,2.595335,2.606615,2.5969550000000003,2.5992800000000003,2.599565
Bump_2911,2911419,2911419,127729899,1,,,,2.5448,2.551665
Cube_Coup_dt0,2164760,2164760,127206144,1,,,,2.525515,2.52759
CurlCurl_0,11083,11083,113343,1,3.012925,2.74896,2.748565,2.845795,
CurlCurl_1,226451,226451,2472071,1,3.020995,2.97384,3.0195,3.0022,3.16476
CurlCurl_2,806529,806529,8921789,1,2.94912,2.95366,2.9112150000000003,2.947005,3.08667
CurlCurl_3,1219574,1219574,13544618,1,2.93798,2.95109,2.90326,2.935425,3.0879000000000003
CurlCurl_4,2380515,2380515,26515867,1,2.923255,2.89821,2.88239,2.921165,3.053175
Dubcova1,16129,16129,253009,1,3.357025,3.345495,,3.307855,3.37291
Dubcova2,65025,65025,1030225,1,3.416185,3.413965,3.41188,3.316365,3.3495
Dubcova3,146689,146689,3636649,1,2.986865,3.011995,2.99294,2.909805,2.96648
Emilia_923,923136,923136,41005206,1,2.562725,2.57107,2.570685,2.56283,2.57043
F1,343791,343791,26837113,1,2.282165,2.295425,2.28517,2.298175,2.233735
F2,71505,71505,5294285,1,2.32931,2.338925,2.3223450000000003,2.32284,2.288155
Fault_639,638802,638802,28614564,1,2.53947,2.541515,2.53886,2.54236,2.53386
